player_name,role,total_runs,strike_rate,total_balls_faced,total_wickets_taken,total_runs_conceded,total_overs_bowled,total_matches_played,matches_played_as_batter,matches_played_as_bowler,matches_won,matches_lost,player_of_match_awards,team,average
PRCS Kumarihami,Batter,283,37.04188482,764,3,255,347,487,487,0,226,261,0,Sri Lanka,94.33333333
Kashif Daud,Batter,282,88.67924528,318,17,495,676,94,94,0,32,62,2,United Arab Emirates,16.58823529
ASS Fletcher,Batter,282,64.97695853,434,61,1526,2041,428,428,0,165,263,0,West Indies,4.62295082
S Dhaniram,Batter,281,88.92405063,316,23,408,552,42,42,0,12,30,2,Canada,12.2173913
S Chattergoon,Batter,281,63.71882086,441,0,30,42,408,408,0,157,251,0,West Indies,
ES Szwarczynski,Batter,281,58.29875519,482,0,0,0,73,73,0,22,51,0,Netherlands,
CS Mugeri-Tiripano,Batter,280,74.07407407,378,0,0,0,268,268,0,64,204,0,Zimbabwe,
S Randiv,Batter,280,71.79487179,390,38,1240,1447,507,507,0,236,271,1,Sri Lanka,7.368421053
Hannan Sarkar,Batter,280,52.141527,537,0,13,3,340,340,0,132,208,0,Bangladesh,
SK Patel,Batter,278,73.35092348,379,0,0,0,63,63,0,29,34,1,United States of America,
MD Dai,Batter,277,75.47683924,367,13,387,545,49,49,0,9,40,0,Papua New Guinea,21.30769231
S Horley,Batter,276,77.52808989,356,9,80,136,79,79,0,43,36,3,Scotland,30.66666667
Moin Khan,Batter,274,86.16352201,318,0,0,0,448,448,0,219,229,0,Pakistan,
DT Christian,Batter,273,87.22044728,313,21,605,739,532,532,0,371,161,0,Australia,13
PS Punia,Batter,273,54.27435388,503,0,0,0,552,552,0,340,212,1,India,
S Ismail,Batter,273,49.54627949,551,142,2821,4242,471,471,0,290,181,7,South Africa,1.922535211
GH Worker,Batter,272,69.92287918,389,0,5,6,415,415,0,218,197,0,New Zealand,
Umar Amin,Batter,271,66.42156863,408,0,24,42,460,460,0,222,238,0,Pakistan,
MJ Henry,Batter,268,91.15646259,294,155,3810,4452,437,437,0,227,210,6,New Zealand,1.729032258
G Toka,Batter,268,54.03225806,496,3,111,102,63,63,0,12,51,0,Papua New Guinea,89.33333333
TA Blundell,Batter,266,86.08414239,309,0,0,0,416,416,0,219,197,0,New Zealand,
Shamsur Rahman,Batter,266,74.50980392,357,0,13,6,303,303,0,110,193,1,Bangladesh,
B Bezuidenhout,Batter,266,71.89189189,370,0,0,0,433,433,0,225,208,0,New Zealand,
AJ Hosein,Batter,266,70.93333333,375,60,1709,2132,407,407,0,157,250,0,West Indies,4.433333333
AC Botha,Batter,265,63.24582339,419,16,424,597,152,152,0,53,99,0,Ireland,16.5625
B Bhandari,Batter,265,59.81941309,443,0,0,0,60,60,0,30,30,0,Nepal,
AR Cusack,Batter,264,62.55924171,422,34,866,1009,164,164,0,60,104,1,Ireland,7.764705882
LA Marsh,Batter,264,56.77419355,465,53,1414,2048,489,489,0,282,207,1,England,4.981132075
Diana Baig,Batter,262,68.94736842,380,43,1683,2121,463,463,0,223,240,0,Pakistan,6.093023256
M Musonda,Batter,262,64.69135802,405,0,0,0,270,270,0,65,205,1,Zimbabwe,
Sadaf Shamas,Batter,262,52.82258065,496,0,0,0,434,434,0,212,222,0,Pakistan,
Taufeeq Umar,Batter,262,51.98412698,504,0,0,0,415,415,0,205,210,1,Pakistan,
R Chopra,Batter,260,68.96551724,377,0,0,0,96,96,0,33,63,1,United Arab Emirates,
UDU Chandana,Batter,260,66.15776081,393,38,978,1194,457,457,0,214,243,2,Sri Lanka,6.842105263
IDR Bradshaw,Batter,259,61.22931442,423,69,1777,2537,424,424,0,164,260,2,West Indies,3.753623188
A Sharafu,Batter,257,66.75324675,385,0,0,0,94,94,0,32,62,0,United Arab Emirates,
GE Plimmer,Batter,256,62.43902439,410,0,0,0,428,428,0,222,206,0,New Zealand,
R Gunasekera,Batter,255,55.07559395,463,0,0,0,48,48,0,16,32,1,Canada,
P Khadka,Batter,252,79.49526814,317,4,194,279,64,64,0,32,32,1,Nepal,63
C Madande,Batter,251,71.10481586,353,0,0,0,273,273,0,66,207,0,Zimbabwe,
BM Scholtz,Batter,251,66.05263158,380,70,1479,2619,55,55,0,26,29,2,Namibia,3.585714286
Tushar Imran,Batter,250,52.41090147,477,2,59,90,346,346,0,134,212,0,Bangladesh,125
KO Otieno,Batter,250,42.01680672,595,0,0,0,38,38,0,13,25,0,Kenya,
Amjad Ali,Batter,249,64.34108527,387,0,0,0,97,97,0,33,64,0,United Arab Emirates,
JD Campbell,Batter,248,113.7614679,218,0,13,6,303,303,0,116,187,1,West Indies,
R Stokell,Batter,247,58.66983373,421,0,0,0,157,157,0,56,101,0,Ireland,
SM Davies,Batter,244,102.0920502,239,0,0,0,496,496,0,284,212,1,England,
N Chaiwai,Batter,244,61.30653266,398,0,5,12,9,9,0,8,1,2,Thailand,
ML Udawatte,Batter,243,66.21253406,367,0,0,0,499,499,0,232,267,0,Sri Lanka,
R Rijke,Batter,238,70.20648968,339,6,110,167,85,85,0,25,60,1,Netherlands,39.66666667
DC Thomas,Batter,238,62.79683377,379,2,11,9,427,427,0,165,262,0,West Indies,119
Musa Ahmed,Batter,238,62.79683377,379,0,5,6,84,84,0,25,59,0,Netherlands,
HN Ya France,Batter,237,80.88737201,293,14,556,726,52,52,0,25,27,1,Namibia,16.92857143
DE Budge,Batter,237,76.20578778,311,1,112,153,96,96,0,51,45,0,Scotland,237
C Tear,Batter,237,66.94915254,354,0,0,0,85,85,0,46,39,0,Scotland,
D Dhingra,Batter,237,65.46961326,362,0,0,0,57,57,0,27,30,0,United States of America,
GJ Hopkins,Batter,236,74.44794953,317,0,0,0,444,444,0,231,213,0,New Zealand,
Abid Ali,Batter,234,91.05058366,257,0,0,0,335,335,0,166,169,1,Pakistan,
JP Bray,Batter,234,63.07277628,371,0,0,0,152,152,0,53,99,1,Ireland,
AM Tribe,Batter,233,75.16129032,310,0,20,13,4,4,0,1,3,0,Jersey,
NFI McCallum,Batter,233,63.66120219,366,0,0,0,89,89,0,48,41,0,Scotland,
K Birkenstock,Batter,233,53.19634703,438,5,230,236,52,52,0,25,27,0,Namibia,46.6
JM Kerr,Batter,232,105.9360731,219,55,1194,1662,428,428,0,222,206,0,New Zealand,4.218181818
T Ruma,Batter,232,63.04347826,368,2,30,45,56,56,0,10,46,0,Papua New Guinea,116
HMD Rasangika,Batter,232,58,400,0,20,12,464,464,0,216,248,1,Sri Lanka,
A Mohammed,Batter,232,40.84507042,568,58,1533,2015,428,428,0,165,263,2,West Indies,4
NY McLean,Batter,231,63.8121547,362,0,0,0,386,386,0,152,234,0,West Indies,
STR Binny,Batter,230,91.26984127,252,21,440,503,536,536,0,331,205,1,India,10.95238095
TM Dowlin,Batter,228,62.98342541,362,0,0,0,401,401,0,155,246,0,West Indies,
CNIM Joyce,Batter,228,46.2474645,493,0,31,19,160,160,0,56,104,0,Ireland,
I Udana,Batter,227,96.18644068,236,22,928,908,511,511,0,237,274,1,Sri Lanka,10.31818182
Jahurul Islam,Batter,226,69.53846154,325,0,0,0,341,341,0,133,208,0,Bangladesh,
AM Samad,Batter,226,59.16230366,382,2,93,69,43,43,0,13,30,0,Canada,113
Asmavia Iqbal,Batter,225,52.3255814,430,27,1019,1165,456,456,0,221,235,0,Pakistan,8.333333333
S Mostary,Batter,224,57.28900256,391,0,56,44,325,325,0,126,199,0,Bangladesh,
F Overdijk,Batter,224,47.55838641,471,11,262,318,85,85,0,25,60,0,Netherlands,20.36363636
T Duffin,Batter,224,45.52845528,492,0,0,0,249,249,0,60,189,0,Zimbabwe,
BR McDermott,Batter,223,79.64285714,280,0,0,0,341,341,0,246,95,0,Australia,
IS Billcliff,Batter,223,57.32647815,389,0,0,0,49,49,0,16,33,0,Canada,
P Mustard,Batter,219,89.75409836,244,0,0,0,501,501,0,287,214,0,England,
DR Chumney,Batter,219,65.17857143,336,0,0,0,49,49,0,16,33,0,Canada,
T Stubbs,Batter,218,93.96551724,232,0,15,12,424,424,0,262,162,1,South Africa,
Saeed Anwar,Batter,218,68.55345912,318,1,15,24,426,426,0,209,217,0,Pakistan,218
GJ Delany,Batter,217,95.1754386,228,6,374,351,130,130,0,43,87,0,Ireland,36.16666667
Saad Bin Zafar,Batter,217,72.57525084,299,25,760,1063,51,51,0,18,33,0,Canada,8.68
Iram Javed,Batter,216,56.84210526,380,1,41,34,442,442,0,215,227,0,Pakistan,216
JM Fields,Batter,215,64.56456456,333,0,0,0,495,495,0,346,149,0,Australia,
T Marumani,Batter,214,63.31360947,338,0,0,0,242,242,0,58,184,0,Zimbabwe,
DJM Short,Batter,211,77.00729927,274,0,117,90,531,531,0,370,161,0,Australia,
TK Musakanda,Batter,210,87.5,240,0,0,0,204,204,0,53,151,0,Zimbabwe,
NRJ Croes,Batter,207,67.86885246,305,0,0,0,90,90,0,29,61,0,Netherlands,
Khurram Manzoor,Batter,206,63.77708978,323,0,0,0,469,469,0,227,242,0,Pakistan,
HS Modi,Batter,205,44.85776805,457,0,0,0,38,38,0,13,25,0,Kenya,
WP Masakadza,Batter,204,59.13043478,345,22,1030,1200,273,273,0,66,207,0,Zimbabwe,9.272727273
Khushdil Shah,Batter,200,93.45794393,214,3,122,109,346,346,0,174,172,1,Pakistan,66.66666667
DEM Carter,Batter,200,71.17437722,281,8,268,380,97,97,0,52,45,0,Scotland,25
S Sriharsha,Batter,200,67.79661017,295,0,0,0,57,57,0,27,30,0,United States of America,
Z Crawley,Batter,199,95.67307692,208,0,0,0,328,328,0,193,135,0,England,
Saleem Elahi,Batter,199,64.82084691,307,0,0,0,426,426,0,209,217,0,Pakistan,
IA Karim,Batter,196,82.70042194,237,0,0,0,29,29,0,10,19,1,Kenya,
M Levitt,Batter,196,79.35222672,247,1,83,120,90,90,0,29,61,0,Netherlands,196
MW Short,Batter,195,98.98477157,197,1,162,167,526,526,0,366,160,0,Australia,195
Kuldeep Yadav,Batter,195,47.44525547,411,173,4400,5236,580,580,0,360,220,5,India,1.12716763
V Sukumaran,Batter,194,61.78343949,314,3,83,122,92,92,0,31,61,1,United Arab Emirates,64.66666667
Mohammad Nawaz (3),Batter,193,87.33031674,221,17,595,690,462,462,0,223,239,0,Pakistan,11.35294118
PJ Ingram,Batter,193,80.75313808,239,0,0,0,373,373,0,191,182,0,New Zealand,
JH Davey,Batter,193,61.85897436,312,26,618,769,99,99,0,53,46,1,Scotland,7.423076923
AJ Turner,Batter,192,116.3636364,165,2,60,86,413,413,0,294,119,1,Australia,96
GB Brent,Batter,192,62.95081967,305,25,900,1140,264,264,0,64,200,2,Zimbabwe,7.68
SA Wijeratne,Batter,191,69.45454545,275,0,0,0,51,51,0,18,33,0,Canada,
H Karunaratne,Batter,190,45.23809524,420,2,103,101,482,482,0,223,259,0,Sri Lanka,95
PP Shaw,Batter,189,108.6206897,174,0,0,0,541,541,0,333,208,1,India,
A Saud,Batter,189,47.13216958,401,0,0,0,52,52,0,26,26,0,Nepal,
RD Rickelton,Batter,188,88.2629108,213,0,0,0,424,424,0,262,162,1,South Africa,
G Kirsten,Batter,186,81.57894737,228,0,0,0,260,260,0,159,101,0,South Africa,
BB Chari,Batter,186,45.14563107,412,0,0,0,257,257,0,60,197,0,Zimbabwe,
CJ Jordan,Batter,184,84.40366972,218,47,1708,1728,492,492,0,283,209,2,England,3.914893617
S Rana,Batter,184,81.4159292,226,26,820,1030,556,556,0,344,212,0,India,7.076923077
F Mutizwa,Batter,183,64.89361702,282,0,0,0,275,275,0,66,209,0,Zimbabwe,
Sohag Gazi,Batter,182,87.92270531,207,24,736,939,342,342,0,134,208,2,Bangladesh,7.583333333
ND McKenzie,Batter,182,70,260,0,0,0,438,438,0,270,168,0,South Africa,
RM Haq,Batter,181,51.1299435,354,27,673,871,100,100,0,53,47,1,Scotland,6.703703704
CMA Shillington,Batter,179,89.94974874,199,0,0,0,160,160,0,56,104,0,Ireland,
Q Joseph,Batter,179,70.19607843,255,16,380,480,428,428,0,165,263,0,West Indies,11.1875
DM Richards,Batter,179,68.84615385,260,0,0,0,401,401,0,155,246,0,West Indies,
I Ranaweera,Batter,179,38.24786325,468,62,1975,2569,497,497,0,231,266,0,Sri Lanka,2.887096774
SR Thompson,Batter,178,89.8989899,198,10,333,357,159,159,0,56,103,0,Ireland,17.8
JA McCollum,Batter,178,72.35772358,246,0,0,0,155,155,0,55,100,0,Ireland,
B Zuiderent,Batter,178,48.36956522,368,0,0,0,87,87,0,26,61,0,Netherlands,
JAD Lawrenson,Batter,177,82.3255814,215,0,0,0,4,4,0,1,3,1,Jersey,
NR Kumar,Batter,177,57.84313725,306,2,67,67,46,46,0,15,31,0,Canada,88.5
H Patel,Batter,176,88.88888889,198,2,102,107,48,48,0,16,32,0,Canada,88
IC Gaze,Batter,176,59.66101695,295,0,0,0,428,428,0,222,206,0,New Zealand,
S Forbes,Batter,175,51.16959064,342,0,17,15,150,150,0,53,97,0,Ireland,
IH Romaine,Batter,175,48.61111111,360,1,75,64,12,12,0,2,10,0,Bermuda,175
Raza-ur-Rehman,Batter,174,80.93023256,215,1,114,113,36,36,0,9,27,0,Canada,174
NW Bracken,Batter,174,65.66037736,265,168,3792,5095,545,545,0,381,164,3,Australia,1.035714286
G Voll,Batter,173,105.4878049,164,0,0,0,359,359,0,260,99,0,Australia,
Mohammad Nawaz,Batter,173,78.99543379,219,21,843,982,461,461,0,222,239,2,Pakistan,8.238095238
Mohammad Boota,Batter,173,72.08333333,240,0,11,12,83,83,0,29,54,0,United Arab Emirates,
GM Hamilton,Batter,173,56.72131148,305,0,0,0,88,88,0,47,41,0,Scotland,
SJ Bryce,Batter,171,66.53696498,257,0,0,0,97,97,0,52,45,0,Scotland,
Najiha Alvi,Batter,170,62.73062731,271,0,0,0,434,434,0,212,222,0,Pakistan,
Lata Mondal,Batter,170,48.71060172,349,2,129,159,301,301,0,109,192,0,Bangladesh,85
TSS Mackintosh,Batter,169,83.25123153,203,0,0,0,82,82,0,44,38,0,Scotland,
AM Peterson,Batter,167,79.14691943,211,19,371,593,433,433,0,225,208,1,New Zealand,8.789473684
JG Bethell,Batter,167,78.77358491,212,4,145,124,495,495,0,284,211,0,England,41.75
AR Adams,Batter,165,107.1428571,154,28,730,834,394,394,0,202,192,2,New Zealand,5.892857143
Nurul Hasan,Batter,165,91.16022099,181,0,0,0,207,207,0,76,131,0,Bangladesh,
MJ Lumb,Batter,165,80.09708738,206,0,0,0,470,470,0,270,200,0,England,
ST Doheny,Batter,165,60,275,0,0,0,117,117,0,38,79,0,Ireland,
KS Lokuarachchi,Batter,164,75.57603687,217,18,503,666,496,496,0,231,265,0,Sri Lanka,9.111111111
D Bishoo,Batter,164,61.88679245,265,38,1675,2056,425,425,0,164,261,0,West Indies,4.315789474
L Klusener,Batter,163,104.4871795,156,12,403,476,423,423,0,262,161,1,South Africa,13.58333333
Shan Masood,Batter,163,67.3553719,242,0,0,0,461,461,0,222,239,0,Pakistan,
KP Meiyappan,Batter,163,47.66081871,342,38,1123,1228,99,99,0,34,65,0,United Arab Emirates,4.289473684
Y Venugopal Rao,Batter,161,62.6459144,257,0,0,0,498,498,0,308,190,0,India,
FRJ Coleman,Batter,160,72.72727273,220,0,0,0,100,100,0,53,47,0,Scotland,
SJ McGlashan,Batter,160,68.37606838,234,0,0,0,402,402,0,209,193,0,New Zealand,
P Siaka,Batter,160,68.08510638,235,5,83,136,56,56,0,10,46,0,Papua New Guinea,32
Akshay Homraj,Batter,159,69.13043478,230,0,0,0,61,61,0,29,32,0,United States of America,
J Kila,Batter,159,63.85542169,249,6,203,239,58,58,0,11,47,0,Papua New Guinea,26.5
Shariz Ahmad,Batter,159,54.63917526,291,19,596,595,90,90,0,29,61,0,Netherlands,8.368421053
AGS Gous,Batter,157,110.5633803,142,0,0,0,60,60,0,29,31,1,United States of America,
Imran Tahir,Batter,157,67.38197425,233,180,4325,5556,469,469,0,289,180,4,South Africa,0.872222222
CJO Smith,Batter,157,65.41666667,240,0,0,0,88,88,0,47,41,0,Scotland,
T Kaitano,Batter,157,59.46969697,264,0,0,0,273,273,0,66,207,0,Zimbabwe,
Nasum Ahmed,Batter,156,87.64044944,178,14,613,778,327,327,0,127,200,1,Bangladesh,11.14285714
CMW Read,Batter,156,70.58823529,221,0,0,0,497,497,0,285,212,0,England,
SRH Curtis,Batter,156,66.66666667,234,0,0,0,351,351,0,182,169,0,New Zealand,
A Kolan,Batter,155,52.18855219,297,0,0,0,57,57,0,27,30,0,United States of America,
C Zhuwao,Batter,154,112.4087591,137,0,21,19,264,264,0,64,200,0,Zimbabwe,
MB Kruger,Batter,154,70.96774194,217,0,0,0,49,49,0,24,25,0,Namibia,
A Rawat,Batter,153,81.38297872,188,0,0,0,396,396,0,239,157,1,India,
SP Patil,Batter,153,51.86440678,295,0,0,0,97,97,0,33,64,0,United Arab Emirates,
K Fraser,Batter,152,76.38190955,199,9,145,245,79,79,0,43,36,0,Scotland,16.88888889
MDK Perera,Batter,152,73.42995169,207,13,413,466,498,498,0,231,267,0,Sri Lanka,11.69230769
AJ Redmond,Batter,152,57.14285714,266,0,0,0,279,279,0,142,137,0,New Zealand,
D Ganga,Batter,152,50.33112583,302,0,0,0,323,323,0,125,198,0,West Indies,
AA Mulla,Batter,150,93.75,160,0,0,0,38,38,0,10,28,0,Canada,
PJ Ongondo,Batter,150,60,250,34,995,1313,38,38,0,13,25,0,Kenya,4.411764706
JF Kloppenburg,Batter,149,62.08333333,240,7,138,192,87,87,0,26,61,1,Netherlands,21.28571429
BN Cooper,Batter,148,84.57142857,175,0,0,0,88,88,0,27,61,0,Netherlands,
BOP Fernando,Batter,148,62.18487395,238,0,16,12,448,448,0,209,239,0,Sri Lanka,
LM Kasperek,Batter,148,53.62318841,276,57,1091,1622,433,433,0,225,208,1,New Zealand,2.596491228
Khalid Latif,Batter,147,63.09012876,233,0,0,0,417,417,0,206,211,0,Pakistan,
Shorna Akter,Batter,147,60,245,7,171,216,333,333,0,130,203,0,Bangladesh,21
Nazimuddin,Batter,147,59.75609756,246,0,0,0,289,289,0,104,185,0,Bangladesh,
BYA Mendis,Batter,147,58.33333333,252,0,0,0,464,464,0,216,248,0,Sri Lanka,
JA Burns,Batter,146,77.24867725,189,0,0,0,535,535,0,374,161,0,Australia,
ID Blackwell,Batter,146,68.54460094,213,15,567,846,503,503,0,288,215,0,England,9.733333333
K Zondo,Batter,146,62.12765957,235,0,0,0,469,469,0,289,180,0,South Africa,
NC Dodd,Batter,145,48.49498328,299,0,0,0,351,351,0,182,169,1,New Zealand,
D Devnarain,Batter,145,48.01324503,302,1,91,97,403,403,0,249,154,0,South Africa,145
IJR Zwilling,Batter,145,41.31054131,351,29,415,722,85,85,0,25,60,0,Netherlands,5
CO Browne,Batter,144,84.21052632,171,0,0,0,424,424,0,164,260,0,West Indies,
S Jafta,Batter,144,51.79856115,278,0,0,0,449,449,0,275,174,0,South Africa,
Zahoor Khan,Batter,143,55.21235521,259,95,2407,2888,99,99,0,34,65,0,United Arab Emirates,1.505263158
MB Loye,Batter,142,74.73684211,190,0,0,0,399,399,0,235,164,0,England,
HJW Gardiner,Batter,142,64.54545455,220,0,0,0,100,100,0,53,47,0,Scotland,
RD Jacobs,Batter,142,63.11111111,225,0,0,0,368,368,0,144,224,0,West Indies,
VV Morea,Batter,142,62.28070175,228,0,0,0,49,49,0,9,40,0,Papua New Guinea,
KJJ van Noortwijk,Batter,141,98.6013986,143,0,0,0,87,87,0,26,61,0,Netherlands,
KNA Bandara,Batter,141,64.97695853,217,0,9,6,465,465,0,216,249,0,Sri Lanka,
SF Daley,Batter,141,58.75,240,9,411,507,428,428,0,165,263,0,West Indies,15.66666667
TS Hasabnis,Batter,140,76.08695652,184,0,0,0,490,490,0,303,187,0,India,
M Bhanuka,Batter,140,70.35175879,199,0,0,0,478,478,0,221,257,0,Sri Lanka,
CT Dhururu,Batter,140,43.07692308,325,0,0,0,270,270,0,65,205,0,Zimbabwe,
ARI Umeed,Batter,138,99.28057554,139,0,0,0,49,49,0,27,22,1,Scotland,
D Myers,Batter,138,71.13402062,194,0,0,0,242,242,0,58,184,0,Zimbabwe,
KA Hope,Batter,138,68.65671642,201,0,0,0,402,402,0,155,247,0,West Indies,
T Bhatia,Batter,138,67.31707317,205,0,0,0,503,503,0,312,191,0,India,
N Vare,Batter,138,42.7244582,323,0,0,0,56,56,0,10,46,0,Papua New Guinea,
D Gough,Batter,137,69.19191919,198,58,1504,2004,518,518,0,295,223,1,England,2.362068966
Marina Iqbal,Batter,137,43.91025641,312,1,62,49,416,416,0,205,211,0,Pakistan,137
NJ Carey,Batter,136,93.79310345,145,20,511,754,491,491,0,343,148,0,Australia,6.8
CR Pagydyala,Batter,136,80,170,0,0,0,3,3,0,1,2,1,United States of America,
HK Badani,Batter,135,77.14285714,175,2,53,63,534,534,0,330,204,0,India,67.5
S Verma,Batter,135,62.21198157,217,0,0,0,435,435,0,267,168,0,India,
P Molkenboer,Batter,135,48.38709677,279,1,10,19,80,80,0,24,56,0,Netherlands,135
RP Singh,Batter,135,44.40789474,304,80,2487,2817,542,542,0,333,209,2,India,1.6875
T Banton,Batter,134,92.4137931,145,0,0,0,426,426,0,244,182,0,England,
AM Hardie,Batter,134,84.27672956,159,7,269,301,510,510,0,356,154,0,Australia,19.14285714
PA Browne,Batter,134,73.22404372,183,0,0,0,408,408,0,157,251,0,West Indies,
Faisal Iqbal,Batter,134,51.53846154,260,0,0,0,422,422,0,207,215,0,Pakistan,
JL Smith,Batter,133,90.47619048,147,0,0,0,487,487,0,280,207,0,England,
CR Seneviratna,Batter,133,48.01444043,277,12,234,392,464,464,0,216,248,0,Sri Lanka,11.08333333
TJ Friend,Batter,132,75.42857143,175,1,69,57,226,226,0,56,170,0,Zimbabwe,132
D Keulder,Batter,132,59.72850679,221,0,0,0,53,53,0,25,28,0,Namibia,
TS Kamunhukamwe,Batter,131,77.5147929,169,0,0,0,273,273,0,66,207,0,Zimbabwe,
KH Pandya,Batter,130,99.23664122,131,2,224,234,572,572,0,355,217,0,India,65
D Bau,Batter,130,58.55855856,222,0,0,0,54,54,0,10,44,0,Papua New Guinea,
DF Watts,Batter,130,54.16666667,240,0,0,0,89,89,0,48,41,0,Scotland,
HDPK Dharmasena,Batter,129,83.22580645,155,6,277,425,360,360,0,167,193,0,Sri Lanka,21.5
D Ravu,Batter,128,66.32124352,193,10,503,608,59,59,0,12,47,0,Papua New Guinea,12.8
Nafees Iqbal,Batter,128,47.40740741,270,0,0,0,293,293,0,106,187,0,Bangladesh,
B Sai Sudharsan,Batter,127,88.19444444,144,0,8,4,580,580,0,360,220,0,India,
N Hussain,Batter,127,64.14141414,198,0,0,0,457,457,0,262,195,0,England,
ZE Surkari,Batter,127,42.47491639,299,0,0,0,48,48,0,16,32,0,Canada,
Azhar Mahmood,Batter,126,76.82926829,164,6,324,407,453,453,0,220,233,0,Pakistan,21
Mudassar Bukhari,Batter,126,69.23076923,182,16,515,606,73,73,0,22,51,0,Netherlands,7.875
CE Coulter Reilly,Batter,126,60.57692308,208,0,0,0,146,146,0,52,94,0,Ireland,
SACA King,Batter,126,54.07725322,233,2,204,286,386,386,0,152,234,0,West Indies,63
SM Kavanagh,Batter,126,52.71966527,239,1,92,74,136,136,0,46,90,0,Ireland,126
AR Odedara,Batter,126,43.90243902,287,0,0,0,37,37,0,21,16,1,Oman,
KDU Prabodhani,Batter,126,35.69405099,353,27,1130,1485,497,497,0,231,266,0,Sri Lanka,4.666666667
H Carlyon,Batter,125,83.89261745,149,2,141,183,4,4,0,1,3,0,Jersey,62.5
P Marange,Batter,125,81.69934641,153,10,307,457,270,270,0,65,205,0,Zimbabwe,12.5
ML Nkala,Batter,125,70.2247191,178,5,315,311,265,265,0,64,201,0,Zimbabwe,25
FL Mackay,Batter,125,63.7755102,196,19,475,614,384,384,0,195,189,0,New Zealand,6.578947368
RS Kaluwitharana,Batter,124,68.88888889,180,0,0,0,348,348,0,162,186,0,Sri Lanka,
Dhiman Ghosh,Batter,124,60.48780488,205,0,0,0,291,291,0,105,186,0,Bangladesh,
PA Jaques,Batter,123,72.35294118,170,0,0,0,522,522,0,363,159,0,Australia,
Usman Limbada,Batter,123,63.73056995,193,0,0,0,34,34,0,9,25,0,Canada,
B Tau,Batter,123,52.34042553,235,0,0,0,56,56,0,10,46,0,Papua New Guinea,
PA Chatterji,Batter,123,51.46443515,239,8,284,351,97,97,0,52,45,0,Scotland,15.375
CT Mutombodzi,Batter,122,81.87919463,149,5,271,282,263,263,0,64,199,0,Zimbabwe,24.4
JP Maher,Batter,122,65.24064171,187,0,0,0,540,540,0,378,162,0,Australia,
Mahedi Hasan,Batter,122,62.56410256,195,15,441,534,327,327,0,127,200,0,Bangladesh,8.133333333
Ayasha Rahman,Batter,122,58.37320574,209,0,0,0,157,157,0,56,101,0,Bangladesh,
T Maruma,Batter,122,54.22222222,225,6,204,217,266,266,0,64,202,0,Zimbabwe,20.33333333
B Evans,Batter,121,78.57142857,154,17,525,542,257,257,0,60,197,0,Zimbabwe,7.117647059
AL Hodgkinson,Batter,121,71.59763314,169,0,0,0,322,322,0,192,130,0,South Africa,
U Bhatti,Batter,120,91.60305344,131,12,350,516,46,46,0,15,31,0,Canada,10
K Weeraratne,Batter,120,86.33093525,139,0,102,96,463,463,0,216,247,0,Sri Lanka,
N Koncharoenkai,Batter,120,78.43137255,153,0,0,0,8,8,0,7,1,0,Thailand,
JW Jenner,Batter,119,67.61363636,176,0,0,0,4,4,0,1,3,0,Jersey,
J Edness,Batter,119,54.58715596,218,0,0,0,11,11,0,2,9,0,Bermuda,
R Malhotra,Batter,118,63.78378378,185,1,82,85,561,561,0,347,214,0,India,118
S Jimmy,Batter,118,59.5959596,198,17,230,394,56,56,0,10,46,0,Papua New Guinea,6.941176471
J Anderson,Batter,118,57.56097561,205,0,20,30,124,124,0,40,84,0,Ireland,
BJ Patel,Batter,118,46.64031621,253,0,21,18,38,38,0,13,25,0,Kenya,
Khalid Kail,Batter,117,74.05063291,158,0,0,0,41,41,0,23,18,0,Oman,
MC Henriques,Batter,117,60.9375,192,10,354,408,518,518,0,362,156,0,Australia,11.7
SL Quintyne,Batter,117,57.35294118,204,9,176,260,365,365,0,143,222,0,West Indies,13
CMG Atkins,Batter,117,55.45023697,211,0,0,0,412,412,0,239,173,1,England,
RD Gaikwad,Batter,115,72.32704403,159,0,0,0,580,580,0,360,220,0,India,
EN Lynch,Batter,115,50.21834061,229,15,355,510,85,85,0,25,60,0,Netherlands,7.666666667
Kainat Imtiaz,Batter,115,43.56060606,264,7,465,451,441,441,0,214,227,0,Pakistan,16.42857143
S Meghana,Batter,114,102.7027027,111,0,0,0,530,530,0,329,201,0,India,
MA Carberry,Batter,114,62.98342541,181,0,12,6,482,482,0,276,206,0,England,
B Muzarabani,Batter,114,54.02843602,211,54,1794,2131,273,273,0,66,207,1,Zimbabwe,2.111111111
Jaker Ali,Batter,113,105.6074766,107,0,0,0,190,190,0,70,120,0,Bangladesh,
L Jack,Batter,113,103.6697248,109,0,0,0,97,97,0,52,45,0,Scotland,
TBM de Leede,Batter,113,53.80952381,210,18,413,484,87,87,0,26,61,1,Netherlands,6.277777778
LP van Troost,Batter,112,68.29268293,164,1,82,43,87,87,0,26,61,0,Netherlands,112
DP Hyatt,Batter,112,59.25925926,189,0,0,0,328,328,0,125,203,0,West Indies,
KD Shah,Batter,112,58.33333333,192,7,79,110,15,15,0,5,10,0,Hong Kong,16
JDF Vandersay,Batter,112,46.47302905,241,40,1091,1206,490,490,0,227,263,1,Sri Lanka,2.8
C Carter,Batter,111,63.06818182,176,0,0,0,16,16,0,5,11,0,Hong Kong,
AN Kervezee,Batter,110,53.92156863,204,0,0,0,73,73,0,22,51,0,Netherlands,
