player_name,Total_Balls_Faced,Total_Runs,Runs_Per_Ball
Dilara Akter,19,8,0.42105263157894735
MJ North,19,6,0.3157894736842105
RO Hinds,19,8,0.42105263157894735
CA Reid,18,8,0.4444444444444444
Ansh Tandon,18,10,0.5555555555555556
RM Patidar,18,22,1.2222222222222223
SP Terry,18,16,0.8888888888888888
M Prasidh Krishna,18,2,0.1111111111111111
SC Meaker,18,2,0.1111111111111111
Ebadat Hossain,18,3,0.16666666666666666
O Chare,18,3,0.16666666666666666
J Pashley,17,2,0.11764705882352941
KK Ahmed,17,8,0.47058823529411764
JW Ogle-Thomas,17,10,0.5882352941176471
RS Vandort,17,10,0.5882352941176471
LM Hoitink,17,0,0.0
Tanbir Hayder,17,5,0.29411764705882354
NK Crafton,17,13,0.7647058823529411
JE Dunford,17,6,0.35294117647058826
Mukesh Kumar,17,10,0.5882352941176471
Naved Latif,17,7,0.4117647058823529
V Shetty,17,7,0.4117647058823529
J Glasgow,17,7,0.4117647058823529
JI de Villiers,16,8,0.5
SJ Elliott,16,8,0.5
VB van Jaarsveld,16,9,0.5625
Muhammad Farooq,16,4,0.25
HE Whelan,16,2,0.125
GC Tonge,16,10,0.625
CM Beggs,16,1,0.0625
Javeria Rauf,16,11,0.6875
JN Hamilton,16,5,0.3125
SG Borthwick,16,18,1.125
MWA van Nierop,16,4,0.25
Sufyan Mehmood,16,4,0.25
Rony Talukdar,15,4,0.26666666666666666
RL Bhudia,15,22,1.4666666666666666
Zafar Gohar,15,15,1.0
SG Whittingham,15,5,0.3333333333333333
HML Madushani,15,3,0.2
KHRK Fernando,15,3,0.2
Shawaal Zulfiqar,15,7,0.4666666666666667
AD Janakanthymala,15,1,0.06666666666666667
Muhammad Jawadullah,15,14,0.9333333333333333
W O'Rourke,15,5,0.3333333333333333
J Logtenberg,15,6,0.4
R MacDonald-Gay,14,17,1.2142857142857142
SDNS Karunaratne,14,17,1.2142857142857142
BB Seebaran,14,4,0.2857142857142857
GI Maiden,14,12,0.8571428571428571
Hussain Talat,14,2,0.14285714285714285
Fariha Trisna,14,0,0.0
TJG Pringle,14,6,0.42857142857142855
N Rana,14,7,0.5
H Durham,14,4,0.2857142857142857
SR Thadani,13,6,0.46153846153846156
DG Blampied,13,7,0.5384615384615384
L Cheatle,13,13,1.0
RA Lewis,13,2,0.15384615384615385
SV Bahutule,13,11,0.8461538461538461
MJ Fourie,13,5,0.38461538461538464
M Commins,13,6,0.46153846153846156
Jannatul Ferdus,13,1,0.07692307692307693
A Munisar,13,4,0.3076923076923077
RW Staple,13,4,0.3076923076923077
N Fernandes,13,5,0.38461538461538464
ADJ Pitcher,12,8,0.6666666666666666
A Ashok,12,10,0.8333333333333334
Zahid Mahmood,12,9,0.75
Sania Khan,12,4,0.3333333333333333
Tanvir Ahmed,12,18,1.5
BP Kruger,12,8,0.6666666666666666
RK Whelan,12,5,0.4166666666666667
PA Desai,12,2,0.16666666666666666
KL Rolton,12,2,0.16666666666666666
Akhil Kumar,11,2,0.18181818181818182
D Gamage,11,3,0.2727272727272727
TS Nethula,11,12,1.0909090909090908
Mrittunjoy Chowdhury,11,8,0.7272727272727273
W Mwayenga,11,1,0.09090909090909091
KA Blackwell,11,3,0.2727272727272727
Aijaz Ali,11,5,0.45454545454545453
Umran Malik,11,2,0.18181818181818182
PG Gillespie,11,2,0.18181818181818182
Tareq Aziz,11,2,0.18181818181818182
SD Heazlett,11,4,0.36363636363636365
SI Galagedara,11,0,0.0
D Soraine,10,3,0.3
JM Willathgamuwa,10,2,0.2
Fahad Nawaz,10,2,0.2
R Slater,10,9,0.9
Jubair Hossain,10,5,0.5
PT Collins,10,3,0.3
NA Moodley,10,5,0.5
B Siddharth,10,3,0.3
K Mahato,10,1,0.1
HAPW Jayawardene,10,4,0.4
L Wood,10,10,1.0
Fazle Mahmud,9,0,0.0
MJ Humphreys,9,6,0.6666666666666666
NV Ojha,9,1,0.1111111111111111
RR Ramdass,9,1,0.1111111111111111
D Lakshan,9,2,0.2222222222222222
TW Hartley,9,12,1.3333333333333333
IECM Wong,9,15,1.6666666666666667
Pooja Ganesh,9,0,0.0
S Immadi,9,4,0.4444444444444444
JS Ababu,9,0,0.0
BR Dorey,9,2,0.2222222222222222
RT Crandon,9,5,0.5555555555555556
MT Chinouya,9,6,0.6666666666666666
SO Dowrich,8,6,0.75
JNK Shannon,8,2,0.25
V Buruka,8,0,0.0
T Gwandu,8,4,0.5
SE Aley,8,15,1.875
A Chopra,8,0,0.0
Talha Jubair,8,4,0.5
MF Fahey,7,0,0.0
JC Carroll,7,0,0.0
Simandeep Singh,7,0,0.0
G Chapple,7,14,2.0
EJB Miles,7,1,0.14285714285714285
J Yadav,7,3,0.42857142857142855
MKDI Amerasinghe,7,5,0.7142857142857143
Z Mali,7,2,0.2857142857142857
Omid Shafi Rahman,7,1,0.14285714285714285
LC Romero,7,1,0.14285714285714285
J Louw,7,23,3.2857142857142856
U Thimashini,6,2,0.3333333333333333
JN Rhodes,6,2,0.3333333333333333
R Walters,6,0,0.0
TJ Bishop,6,0,0.0
Kaynat Hafeez,6,4,0.6666666666666666
DSK Madushanka,6,7,1.1666666666666667
A le Breton,6,3,0.5
GH O'Brien,6,2,0.3333333333333333
KC Hodsoll,6,2,0.3333333333333333
DOD Rikhi,6,3,0.5
SC Kuggeleijn,6,11,1.8333333333333333
GA Manou,6,7,1.1666666666666667
SKW Kelly,5,7,1.4
Zakir Hasan,5,1,0.2
JA Turner,5,2,0.4
H Graham,5,4,0.8
AG Puttick,5,0,0.0
Nahid Rana,5,4,0.8
CR Foggo,5,6,1.2
S Sriram,5,3,0.6
Khaled Ahmed,4,1,0.25
LJ Hamilton,4,2,0.5
GA Guy,4,0,0.0
Naumanullah,4,5,1.25
KR Sen,4,2,0.5
Sumaiya Akter,4,0,0.0
APS Lakshika,4,0,0.0
Shahbaz Ahmed,4,0,0.0
KL Tucker,4,0,0.0
A van der Merwe,4,4,1.0
RJ Rolls,4,2,0.5
CK Hooper,3,4,1.3333333333333333
VCE Wattenberg,3,0,0.0
SK Naidu,3,0,0.0
HL Baker,3,3,1.0
Pankaj Singh,3,3,1.0
Raza Hasan,3,0,0.0
CK Holder,3,0,0.0
RT Lyons,3,5,1.6666666666666667
K Gowtham,3,2,0.6666666666666666
Shahriar Hossain,3,0,0.0
RA Rolfe,3,0,0.0
C Prathyusha,3,2,0.6666666666666666
G Fontenla,3,1,0.3333333333333333
Alawi Shukri,3,1,0.3333333333333333
LE Milliken,3,1,0.3333333333333333
Tharika Sewwandi,3,1,0.3333333333333333
DL Blake,2,0,0.0
JA Whelan,2,0,0.0
S Lackay,2,0,0.0
K Phillip,2,0,0.0
K Kamyuka,2,2,1.0
Melanie Ani,2,0,0.0
Shathira Jakir,2,0,0.0
Haseebullah Khan,2,0,0.0
Joginder Sharma,2,5,2.5
SD Udal,2,0,0.0
Salman Faris,2,0,0.0
JW Wilson,2,1,0.5
G Onions,2,1,0.5
F Hand,1,0,0.0
AL Watkins,1,0,0.0
Sufiyan Muqeem,1,0,0.0
OC McCoy,1,0,0.0
Sultana Yesmin,1,0,0.0
C Sakariya,1,0,0.0
GJ McCarter,1,1,1.0
PHT Kaushal,1,0,0.0
D Foxcroft,1,0,0.0
Syeda Aroob Shah,1,0,0.0
