player_name,total_runs,strike_rate,total_wickets_taken,player_of_match_awards,Performance_Score,Player_Rank
M Prasidh Krishna,2,11.11111111,30,1,813.1111111,969
Sidra Nawaz,325,48.7987988,0,0,812.987988,970
RS Kaluwitharana,124,68.88888889,0,0,812.8888889,971
T Bhatia,138,67.31707317,0,0,811.1707317,972
CJO Smith,157,65.41666667,0,0,811.1666667,973
D Parashar,58,65.16853933,5,0,809.6853933,974
K Thomson,52,75.36231884,0,0,805.6231884,975
JA Clarkson,17,70.83333333,4,0,805.3333333,976
Iram Javed,216,56.84210526,1,0,804.4210525999999,977
E Schiferli,79,56.42857143,8,0,803.2857143,978
Hannan Sarkar,280,52.141527,0,0,801.4152700000001,979
B Ward,69,65.09433962,4,0,799.9433962,980
SW Poynter,74,72.54901961,0,0,799.4901961,981
C de Lange,103,45.57522124,12,0,798.7522124,982
PA Chatterji,123,51.46443515,8,0,797.6443515,983
Najiha Alvi,170,62.73062731,0,0,797.3062731,984
S Mostary,224,57.28900256,0,0,796.8900256,985
Ravinderpal Singh,77,71.96261682,0,0,796.6261681999999,986
IS Billcliff,223,57.32647815,0,0,796.2647815,987
NG Smith,26,65.0,6,0,796.0,988
NR Kumar,177,57.84313725,2,0,795.4313725,989
JW Jenner,119,67.61363636,0,0,795.1363636,990
A Lister,80,71.42857143,0,0,794.2857143000001,991
KNA Bandara,141,64.97695853,0,0,790.7695853,992
AF Buurman,26,76.47058824,0,0,790.7058824,993
Sadaf Shamas,262,52.82258065,0,0,790.2258065,994
E Otieno,21,36.84210526,15,1,789.4210525999999,995
J Figy John,55,73.33333333,0,0,788.3333333,996
Y Venugopal Rao,161,62.6459144,0,0,787.459144,997
HJW Gardiner,142,64.54545455,0,0,787.4545455,998
Hamza Tariq,99,68.75,0,0,786.5,999
T Maruma,122,54.22222222,6,0,784.2222222,1000
Saqlain Haider,30,75.0,0,0,780.0,1001
JR Philippe,65,71.42857143,0,0,779.2857143000001,1002
Khalid Latif,147,63.09012876,0,0,777.9012875999999,1003
NK Crafton,13,76.47058824,0,0,777.7058824,1004
MNK Fernando,75,70.09345794,0,0,775.9345794,1005
KO Meth,49,52.68817204,10,0,775.8817204,1006
R Malhotra,118,63.78378378,1,0,775.8378378,1007
JP Maher,122,65.24064171,0,0,774.4064171,1008
SSD Arachchige,89,66.41791045,1,0,773.1791045,1009
RD Jacobs,142,63.11111111,0,0,773.1111111,1010
IC Gaze,176,59.66101695,0,0,772.6101695,1011
GA Rogers,32,64.0,5,0,772.0,1012
CMG Atkins,117,55.45023697,0,1,771.5023697,1013
R Kanoh,100,67.11409396,0,0,771.1409396,1014
I Toua,41,41.0,11,1,771.0,1015
EC Perry,21,75.0,0,0,771.0,1016
S Siegers,11,57.89473684,9,0,769.9473684,1017
BOP Fernando,148,62.18487395,0,0,769.8487395,1018
M McColl,80,68.96551724,0,0,769.6551724,1019
B Fernando,26,70.27027027,2,0,768.7027026999999,1020
N Hussain,127,64.14141414,0,0,768.4141414,1021
S Khiaoto,18,75.0,0,0,768.0,1022
K Zondo,146,62.12765957,0,0,767.2765957,1023
ST Doheny,165,60.0,0,0,765.0,1024
VV Morea,142,62.28070175,0,0,764.8070175,1025
RJ Trott,95,48.96907216,9,0,764.6907216,1026
GM Harris,13,59.09090909,8,0,763.9090908999999,1027
T Munyonga,92,67.15328467,0,0,763.5328467,1028
RC Irani,67,53.6,8,0,763.0,1029
C Sutthiruang,73,54.88721805,7,0,761.8721805,1030
NE Farrant,41,64.0625,4,0,761.625,1031
Usman Limbada,123,63.73056995,0,0,760.3056995000001,1032
N Gwanzura,74,68.51851852,0,0,759.1851852,1033
KK Ahmed,8,47.05882353,14,0,758.5882353,1034
DR Brown,72,62.60869565,3,0,758.0869565,1035
S Verma,135,62.21198157,0,0,757.1198157,1036
SO Dowrich,6,75.0,0,0,756.0,1037
RP Lefebvre,43,63.23529412,4,0,755.3529412,1038
GC Tonge,10,62.5,6,0,755.0,1039
T Kaitano,157,59.46969697,0,0,751.6969697,1040
R Klein,38,46.91358025,12,0,747.1358025,1041
S Bhari,22,42.30769231,15,0,745.0769230999999,1042
Abdul Jabbar,59,68.60465116,0,0,745.0465116,1043
Nazimuddin,147,59.75609756,0,0,744.5609756,1044
MA Carberry,114,62.98342541,0,0,743.8342541000001,1045
MV Waldron,290,45.38341158,0,0,743.8341158000001,1046
C Carter,111,63.06818182,0,0,741.6818182,1047
A Mazvishaya,54,44.62809917,12,0,740.2809917,1048
GM Hamilton,173,56.72131148,0,0,740.2131148,1049
Zubayr Hamza,56,68.29268293,0,0,738.9268293,1050
P Maya,53,50.47619048,9,0,737.7619048,1051
WP Saha,41,69.49152542,0,0,735.9152542,1052
Adnan Akmal,62,67.39130435,0,0,735.9130435,1053
Mrittunjoy Chowdhury,8,72.72727273,0,0,735.2727272999999,1054
Ehsan Adil,27,62.79069767,4,0,734.9069767,1055
Zulqarnain Haider,48,68.57142857,0,0,733.7142856999999,1056
T Granger,38,65.51724138,2,0,733.1724138,1057
CE Coulter Reilly,126,60.57692308,0,0,731.7692308000001,1058
Natalia Pervaiz,70,66.03773585,0,0,730.3773585,1059
BYA Mendis,147,58.33333333,0,0,730.3333333,1060
NC Dodd,145,48.49498328,0,1,729.9498328,1061
F Tunnicliffe,15,71.42857143,0,0,729.2857143000001,1062
D Keulder,132,59.72850679,0,0,729.2850679,1063
Dhiman Ghosh,124,60.48780488,0,0,728.8780488,1064
M Karg,45,68.18181818,0,0,726.8181817999999,1065
MJ Bulow,50,67.56756757,0,0,725.6756756999999,1066
AM Bacher,102,56.35359116,3,0,725.5359116,1067
Yasir Arafat,64,62.13592233,2,0,725.3592232999999,1068
N Niranjana,24,40.0,15,0,724.0,1069
AJ Redmond,152,57.14285714,0,0,723.4285714,1070
HJ Thomas,59,48.36065574,9,0,722.6065573999999,1071
A Aitken-Drummond,33,68.75,0,0,720.5,1072
D Elgar,104,57.45856354,2,0,718.5856354,1073
Javeria Rauf,11,68.75,1,0,718.5,1074
RD Steede,15,68.18181818,1,0,716.8181817999999,1075
Z James,89,36.7768595,13,0,716.768595,1076
SE Findlay,88,62.85714286,0,0,716.5714286,1077
D Bau,130,58.55855856,0,0,715.5855856000001,1078
A Martin,10,34.48275862,13,1,714.8275862,1079
PRCS Kumarihami,283,37.04188482,3,0,713.4188482,1080
Shahid Ahmadzai,26,66.66666667,1,0,712.6666667,1081
Sami Aslam,78,63.41463415,0,0,712.1463415,1082
NE Bonner,85,60.71428571,1,0,712.1428571,1083
T Kamungozi,25,44.64285714,12,0,711.4285714,1084
Rabiya Shah,80,62.99212598,0,0,709.9212597999999,1085
R Murray,108,60.0,0,0,708.0,1086
AL Kandappah,97,61.00628931,0,0,707.0628931,1087
SACA King,126,54.07725322,2,0,706.7725322,1088
Ayasha Rahman,122,58.37320574,0,0,705.7320574,1089
CS Fraser,62,46.26865672,9,0,704.6865672,1090
DP Hyatt,112,59.25925926,0,0,704.5925926,1091
A Maregwede,108,59.34065934,0,0,701.4065934,1092
S Thuraisingam,26,55.31914894,6,0,699.1914894,1093
Mukesh Kumar,10,58.82352941,5,0,698.2352941,1094
GB Murgatroyd,90,60.81081081,0,0,698.1081081,1095
Lata Mondal,170,48.71060172,2,0,697.1060172,1096
SZ Thakor,46,45.09803922,10,0,696.9803922,1097
Irfan Khan,48,64.86486486,0,0,696.6486486,1098
DS Bajwa,74,60.16260163,1,0,695.6260163,1099
DA Minors,104,59.09090909,0,0,694.9090908999999,1100
KED Carroll,28,66.66666667,0,0,694.6666667,1101
R Ntozakhe,8,26.66666667,21,0,694.6666667,1102
J Anderson,118,57.56097561,0,0,693.6097561,1103
MJ Humphreys,6,66.66666667,1,0,692.6666667,1104
MT Chinouya,6,66.66666667,1,0,692.6666667,1105
Kainat Imtiaz,115,43.56060606,7,0,690.6060606,1106
JB Reva,15,55.55555556,6,0,690.5555556,1107
CNIM Joyce,228,46.2474645,0,0,690.474645,1108
K Gowtham,2,66.66666667,1,0,688.6666667,1109
C Prathyusha,2,66.66666667,1,0,688.6666667,1110
PS Athavale,103,58.52272727,0,0,688.2272727,1111
V Araa,71,39.66480447,11,0,687.6480447,1112
S Forbes,175,51.16959064,0,0,686.6959064,1113
Nestor Dhamba,23,44.23076923,11,0,685.3076923,1114
CC Dalton,18,66.66666667,0,0,684.6666667,1115
N Dutta,70,57.37704918,2,0,683.7704918,1116
H Karunaratne,190,45.23809524,2,0,682.3809524000001,1117
N Boochatham,64,41.83006536,10,0,682.3006536,1118
IH Romaine,175,48.61111111,1,0,681.1111111,1119
Shaila Sharmin,59,60.20408163,1,0,681.0408163,1120
RS Gavaskar,93,56.70731707,1,0,680.0731707,1121
AB Kaur,55,50.4587156,6,0,679.587156,1122
KE Ebrahim,52,54.73684211,4,0,679.3684211,1123
T Duffin,224,45.52845528,0,0,679.2845528,1124
TV Mufambisi,45,63.38028169,0,0,678.8028168999999,1125
AK Perera,52,62.65060241,0,0,678.5060241,1126
A Kolan,155,52.18855219,0,0,676.8855219000001,1127
JP Greaves,79,57.66423358,1,0,675.6423358,1128
OEG Baartman,13,54.16666667,6,0,674.6666667,1129
ADJ Pitcher,8,66.66666667,0,0,674.6666667,1130
BP Kruger,8,66.66666667,0,0,674.6666667,1131
Batool Fatima,64,60.95238095,0,0,673.5238095,1132
SM Kavanagh,126,52.71966527,1,0,673.1966527,1133
EC Rainsford,31,30.09708738,17,0,671.9708737999999,1134
DF Watts,130,54.16666667,0,0,671.6666667,1135
SP Patil,153,51.86440678,0,0,671.6440678,1136
CP Jack,17,65.38461538,0,0,670.8461538,1137
U Raymond-Hoey,74,59.67741935,0,0,670.7741935,1138
A Codrington,33,41.7721519,6,1,670.721519,1139
G Sultana,61,36.96969697,12,0,670.6969697,1140
Kaynat Hafeez,4,66.66666667,0,0,670.6666667,1141
KO Otieno,250,42.01680672,0,0,670.1680672,1142
SA Fritz,28,53.84615385,5,0,666.4615385,1143
S Naik,25,64.1025641,0,0,666.025641,1144
HGV Vare,20,64.51612903,0,0,665.1612903,1145
AR Odedara,126,43.90243902,0,1,665.0243902,1146
J Edness,119,54.58715596,0,0,664.8715596,1147
M Terblanche,80,58.39416058,0,0,663.9416057999999,1148
S Sriram,3,60.0,3,0,663.0,1149
S Tippoch,89,39.38053097,9,0,662.8053097,1150
S Jafta,144,51.79856115,0,0,661.9856115,1151
B Zuiderent,178,48.36956522,0,0,661.6956522,1152
A Saud,189,47.13216958,0,0,660.3216958,1153
GP Tom,19,55.88235294,4,0,657.8235294,1154
D Ganga,152,50.33112583,0,0,655.3112583,1155
CAK Walton,53,60.22727273,0,0,655.2727273,1156
HS Modi,205,44.85776805,0,0,653.5776805,1157
M De Ridder,45,60.81081081,0,0,653.1081081,1158
Qanita Jalil,32,50.0,6,0,652.0,1159
A Valthapa,14,63.63636364,0,0,650.3636364,1160
Waheed Ahmed,73,55.72519084,1,0,650.2519084,1161
L Tshuma,63,38.65030675,10,0,649.5030675,1162
Faisal Iqbal,134,51.53846154,0,0,649.3846154,1163
AN Kervezee,110,53.92156863,0,0,649.2156863,1164
TK Patel,71,47.65100671,5,0,647.5100671,1165
BA Parchment,107,54.04040404,0,0,647.4040404,1166
B Tau,123,52.34042553,0,0,646.4042552999999,1167
D Devnarain,145,48.01324503,1,0,645.1324503000001,1168
JA Simpson,20,62.5,0,0,645.0,1169
Mohammad Naim,58,58.58585859,0,0,643.8585859,1170
CS Terblanche,38,58.46153846,1,0,642.6153846,1171
J Jarvis,28,47.45762712,7,0,642.5762712,1172
TMM Newton,38,48.10126582,6,0,639.0126582,1173
T Putthawong,31,24.8,18,0,639.0,1174
P Molkenboer,135,48.38709677,1,0,638.8709676999999,1175
BB Chari,186,45.14563107,0,0,637.4563107,1176
JJ Atkinson,84,55.26315789,0,0,636.6315789,1177
SJ Tsukigawa,39,55.71428571,2,0,636.1428571,1178
TC Bastiampillai,89,54.60122699,0,0,635.0122699,1179
CJ Nevin,83,54.96688742,0,0,632.6688742,1180
PRP Boissevain,33,57.89473684,1,0,631.9473684,1181
M Spoors,80,54.79452055,0,0,627.9452055,1182
Mohammad Iqbal,33,58.92857143,0,0,622.2857143,1183
OV Anderson,46,47.42268041,0,1,620.2268041,1184
FC Jonas,14,24.56140351,18,0,619.6140351,1185
IM Vaghela,45,49.45054945,4,0,619.5054944999999,1186
Akram Khan,57,55.88235294,0,0,615.8235294,1187
Steven Ryan Taylor,46,56.79012346,0,0,613.9012346,1188
Y van der Westhuizen,23,58.97435897,0,0,612.7435897,1189
Tilak Varma,68,54.4,0,0,612.0,1190
J Gray,62,54.86725664,0,0,610.6725664,1191
RA Jones,96,51.3368984,0,0,609.3689840000001,1192
VR Iyer,24,58.53658537,0,0,609.3658537,1193
GEF Barnett,95,51.35135135,0,0,608.5135135,1194
HDRS Silva,25,54.34782609,2,0,608.4782609,1195
K Frank,70,53.84615385,0,0,608.4615385,1196
Hammad Mirza,58,54.71698113,0,0,605.1698113,1197
P Mujaji,86,51.80722892,0,0,604.0722892,1198
W Sutherland,18,54.54545455,2,0,603.4545455,1199
Nafees Iqbal,128,47.40740741,0,0,602.0740741,1200
Shamim Hossain,22,57.89473684,0,0,600.9473684,1201
Jamaluddin Ahmed,18,58.06451613,0,0,598.6451613,1202
RS Vandort,10,58.82352941,0,0,598.2352941,1203
JW Ogle-Thomas,10,58.82352941,0,0,598.2352941,1204
SW Currie,10,52.63157895,3,0,596.3157894999999,1205
Marina Iqbal,137,43.91025641,1,0,596.1025641,1206
RM Jariwala,30,56.60377358,0,0,596.0377358000001,1207
S Gajnabi,77,41.62162162,5,0,593.2162162,1208
HM Watson,15,57.69230769,0,0,591.9230769,1209
Ebadat Hossain,3,16.66666667,21,0,589.6666667,1210
CJ Smith,27,56.25,0,0,589.5,1211
SS McKechnie,73,51.4084507,0,0,587.084507,1212
Jubair Hossain,5,50.0,4,0,585.0,1213
JB Nero,31,55.35714286,0,0,584.5714286,1214
BJ Patel,118,46.64031621,0,0,584.4031621,1215
SD Outerbridge,72,48.97959184,1,0,581.7959184,1216
Aaditya Varadarajan,36,54.54545455,0,0,581.4545455,1217
G Onions,1,50.0,4,0,581.0,1218
M van Schoor,58,52.25225225,0,0,580.5225224999999,1219
KY Ottley,41,53.94736842,0,0,580.4736842,1220
SC Joseph,77,50.32679739,0,0,580.2679739,1221
SK Atai,90,48.91304348,0,0,579.1304348,1222
KV Jain,104,47.48858447,0,0,578.8858447,1223
SP de Alwis,28,52.83018868,1,0,576.3018868,1224
GC Bhogle,82,49.39759036,0,0,575.9759036,1225
AR Pitcher,30,54.54545455,0,0,575.4545455,1226
AS van Beuge,68,34.69387755,8,0,574.9387755,1227
PARP Perera,33,54.09836066,0,0,573.9836066,1228
RD Chahar,13,50.0,3,0,573.0,1229
Mohammad Salman,22,55.0,0,0,572.0,1230
VB van Jaarsveld,9,56.25,0,0,571.5,1231
CT Dhururu,140,43.07692308,0,0,570.7692308000001,1232
GM Strydom,67,50.37593985,0,0,570.7593985000001,1233
NB Mahwire,40,37.03703704,8,0,570.3703704,1234
Sana Javed,68,50.0,0,0,568.0,1235
JI de Villiers,8,50.0,3,0,568.0,1236
Ansh Tandon,10,55.55555556,0,0,565.5555556,1237
N Vare,138,42.7244582,0,0,565.244582,1238
KK Nair,46,51.68539326,0,0,562.8539326,1239
RT Crandon,5,55.55555556,0,0,560.5555556,1240
CKB Kulasekara,38,52.05479452,0,0,558.5479452,1241
RN Bhatia,51,44.73684211,3,0,558.3684211,1242
J Blackwood,23,53.48837209,0,0,557.8837209,1243
M van Jaarsveld,29,50.87719298,1,0,557.7719298,1244
Khurram Nawaz,26,53.06122449,0,0,556.6122449,1245
D Daesrath,31,52.54237288,0,0,556.4237288,1246
SV Carlisle,110,44.17670683,0,0,551.7670683,1247
ZE Surkari,127,42.47491639,0,0,551.7491639,1248
AD Poynter,65,48.50746269,0,0,550.0746269,1249
Abdul Shakoor,34,51.51515152,0,0,549.1515152000001,1250
SP Khakurel,78,46.98795181,0,0,547.8795181,1251
SL Kalis,106,44.16666667,0,0,547.6666667,1252
N Shangase,38,38.7755102,6,0,545.755102,1253
DG Blampied,7,53.84615385,0,0,545.4615385,1254
PT Collins,3,30.0,12,0,543.0,1255
Waqas Khan,52,49.05660377,0,0,542.5660377,1256
FR Davies,13,30.95238095,11,0,542.5238095,1257
NA Greenwood,35,50.72463768,0,0,542.2463768,1258
KR Sen,2,50.0,2,0,542.0,1259
MHW Papps,32,50.79365079,0,0,539.9365079,1260
FL Reifer,86,45.26315789,0,0,538.6315789,1261
TN de Grooth,70,46.66666667,0,0,536.6666667,1262
S Badrinath,79,45.66473988,0,0,535.6473988,1263
HRA Rainey,12,34.28571429,9,0,534.8571429,1264
Saqlain Mushtaq,17,43.58974359,4,0,532.8974359,1265
EMDY Munaweera,15,51.72413793,0,0,532.2413793,1266
J Sharma,17,51.51515152,0,0,532.1515152000001,1267
Ankur Sharma,16,51.61290323,0,0,532.1290323000001,1268
JV Harris,91,43.96135266,0,0,530.6135266,1269
S Immadi,4,44.44444444,4,0,528.4444444,1270
JNT Vare,35,49.29577465,0,0,527.9577465,1271
Faisal Hossain,26,48.14814815,1,0,527.4814815,1272
SR Waters,67,45.57823129,0,0,522.7823129,1273
M Shumba,40,48.19277108,0,0,521.9277108,1274
JW Wilson,1,50.0,1,0,521.0,1275
AJ Ireland,12,18.75,16,0,519.5,1276
D Joseph,13,40.625,5,0,519.25,1277
Tabarak Dar,45,47.36842105,0,0,518.6842105000001,1278
M Faisal,26,49.05660377,0,0,516.5660377,1279
E Mbofana,22,39.28571429,5,0,514.8571429,1280
AR Berenger,53,46.08695652,0,0,513.8695652,1281
SJ Massiah,23,48.93617021,0,0,512.3617021,1282
RO Hussain,10,50.0,0,0,510.0,1283
CJ Metcalfe,21,38.88888889,5,0,509.8888889,1284
SJ Elliott,8,50.0,0,0,508.0,1285
C McAuslan,35,47.2972973,0,0,507.97297299999997,1286
O Bell,32,41.55844156,3,0,507.5844156,1287
N Rana,7,50.0,0,0,507.0,1288
NA Moodley,5,50.0,0,0,505.0,1289
Sanjida Islam,93,41.15044248,0,0,504.50442480000004,1290
DI Joyce,29,47.54098361,0,0,504.4098361,1291
T Gwandu,4,50.0,0,0,504.0,1292
Talha Jubair,4,50.0,0,0,504.0,1293
JO Troughton,36,46.75324675,0,0,503.53246750000005,1294
A le Breton,3,50.0,0,0,503.0,1295
DOD Rikhi,3,50.0,0,0,503.0,1296
Wasim Ali,26,45.61403509,1,0,502.14035090000004,1297
RJ Rolls,2,50.0,0,0,502.0,1298
LJ Hamilton,2,50.0,0,0,502.0,1299
TCB Fernando,18,46.15384615,1,0,499.5384615,1300
SM Warnapura,30,46.875,0,0,498.75,1301
J Patraj,21,43.75,2,0,498.5,1302
W O'Rourke,5,33.33333333,8,0,498.33333330000005,1303
AA Deshpande,32,46.37681159,0,0,495.7681159,1304
Shahid Wasif,60,43.47826087,0,0,494.78260869999997,1305
Saad Ali,11,47.82608696,0,0,489.2608696,1306
Waqas Barkat,25,46.2962963,0,0,487.962963,1307
B Leephatthana,30,45.45454545,0,0,484.5454545,1308
T Muzarabani,10,31.25,8,0,482.5,1309
LDVV Silva,34,44.73684211,0,0,481.3684211,1310
SJ Swanepoel,43,43.43434343,0,0,477.3434343,1311
Usman Salahuddin,13,46.42857143,0,0,477.2857143,1312
Al Sahariar,44,43.1372549,0,0,475.37254900000005,1313
TJG Pringle,6,42.85714286,2,0,474.57142860000005,1314
Shawaal Zulfiqar,7,46.66666667,0,0,473.66666669999995,1315
CA Reid,8,44.44444444,1,0,472.44444439999995,1316
M Commins,6,46.15384615,0,0,467.5384615,1317
SR Thadani,6,46.15384615,0,0,467.5384615,1318
SL Stewart,26,44.06779661,0,0,466.67796610000005,1319
J Logtenberg,6,40.0,3,0,466.0,1320
JJ Celestine,28,43.75,0,0,465.5,1321
RK Whelan,5,41.66666667,2,0,461.66666669999995,1322
PM Liyanagamage,28,33.33333333,5,0,461.33333330000005,1323
S Jyoti,19,44.18604651,0,0,460.86046509999994,1324
SJ Andrews,16,44.44444444,0,0,460.44444439999995,1325
Aijaz Ali,5,45.45454545,0,0,459.5454545,1326
Fayyaz Ahmed,41,41.83673469,0,0,459.36734690000003,1327
M Mangru,30,42.85714286,0,0,458.57142860000005,1328
SG Whittingham,5,33.33333333,6,0,458.33333330000005,1329
CD Cumming,42,41.58415842,0,0,457.8415842,1330
HR Johnson,9,42.85714286,1,0,457.57142860000005,1331
I Maraj,98,35.8974359,0,0,456.974359,1332
RP Alexander,34,41.97530864,0,0,453.75308640000003,1333
J van Vliet,35,41.66666667,0,0,451.66666669999995,1334
J Yadav,3,42.85714286,1,0,451.57142860000005,1335
MG Neser,11,37.93103448,3,0,450.3103448,1336
EL Watson,50,40.0,0,0,450.0,1337
Qaiser Ali,38,38.7755102,1,0,445.75510199999997,1338
W Jaffer,10,43.47826087,0,0,444.78260869999997,1339
Umran Malik,2,18.18181818,13,0,443.8181818,1340
I Dulani,15,42.85714286,0,0,443.57142860000005,1341
MM Penfold,12,23.07692308,10,0,442.7692308,1342
NA de Groot,44,33.84615385,3,0,442.4615385,1343
JA Turner,2,40.0,2,0,442.0,1344
J Smits,72,36.92307692,0,0,441.2307692,1345
O Davidson,14,42.42424242,0,0,438.24242419999996,1346
Ethan D'Souza,9,42.85714286,0,0,437.57142860000005,1347
JH Desai,16,42.10526316,0,0,437.0526316,1348
K Whatham,18,41.86046512,0,0,436.60465120000003,1349
Ehsanul Haque,28,36.84210526,2,0,436.42105259999994,1350
MA Aponso,10,22.22222222,10,0,432.2222222,1351
RO Hinds,8,42.10526316,0,0,429.0526316,1352
SB Bangar,8,42.10526316,0,0,429.0526316,1353
Dilara Akter,8,42.10526316,0,0,429.0526316,1354
Sultan Ahmed,18,40.90909091,0,0,427.09090910000003,1355
RD McCann,23,40.35087719,0,0,426.5087719,1356
CA Pujara,51,37.5,0,0,426.0,1357
JAH Marshall,33,39.28571429,0,0,425.8571429,1358
S Daniel,12,41.37931034,0,0,425.79310340000006,1359
I van der Woning,13,37.14285714,2,0,424.42857139999995,1360
J Glasgow,7,41.17647059,0,0,418.7647059,1361
Naved Latif,7,41.17647059,0,0,418.7647059,1362
V Shetty,7,41.17647059,0,0,418.7647059,1363
J Da Silva,14,40.0,0,0,414.0,1364
RM van Oosterom,15,39.47368421,0,0,409.7368421,1365
NJ Coffey,8,40.0,0,0,408.0,1366
JM Cox,22,38.59649123,0,0,407.9649123,1367
TMK Mawoyo,58,34.93975904,0,0,407.3975904,1368
AA Shafique,13,39.39393939,0,0,406.9393939,1369
Sharmin Sultana,67,33.83838384,0,0,405.3838384,1370
HAPW Jayawardene,4,40.0,0,0,404.0,1371
CH van Koolwijk,25,37.87878788,0,0,403.7878788,1372
RW Sims,24,37.5,0,0,399.0,1373
L Rajadurai,20,37.73584906,0,0,397.3584906,1374
GH O'Brien,2,33.33333333,3,0,395.33333330000005,1375
G Fontenla,1,33.33333333,3,0,394.33333330000005,1376
DI Allan,18,37.5,0,0,393.0,1377
MJ Fourie,5,38.46153846,0,0,389.61538459999997,1378
N Fernandes,5,38.46153846,0,0,389.61538459999997,1379
Nuzhat Tasnia,16,37.20930233,0,0,388.0930233,1380
LJ Poulton,25,36.23188406,0,0,387.3188406,1381
TJ Heggelman,23,32.3943662,2,0,386.943662,1382
Mosharraf Hossain,22,34.375,1,0,385.75,1383
MC Patel,13,37.14285714,0,0,384.42857139999995,1384
F Kasteni,9,37.5,0,0,384.0,1385
Tasqeen Qadeer,48,33.33333333,0,0,381.33333330000005,1386
AM McCarthy,15,36.58536585,0,0,380.85365850000005,1387
N Ifill,16,36.36363636,0,0,379.6363636,1388
RWT Key,36,34.28571429,0,0,378.8571429,1389
OO Bascome,17,36.17021277,0,0,378.7021277,1390
Sania Khan,4,33.33333333,2,0,377.33333330000005,1391
MMA Jonkman,13,34.21052632,1,0,375.10526319999997,1392
MF Kendal,30,34.48275862,0,0,374.8275862,1393
H Shah,9,36.0,0,0,369.0,1394
Z Mali,2,28.57142857,4,0,367.7142857,1395
SD Heazlett,4,36.36363636,0,0,367.6363636,1396
OL Pitcher,28,33.73493976,0,0,365.34939760000003,1397
SK Dolawatte,16,28.57142857,3,0,361.7142857,1398
JE Dunford,6,35.29411765,0,0,358.9411765,1399
KC Hodsoll,2,33.33333333,1,0,355.33333330000005,1400
Lovepreet Singh,9,34.61538462,0,0,355.1538462,1401
LE Milliken,1,33.33333333,1,0,354.33333330000005,1402
PLS Gamage,4,14.81481481,10,0,352.14814809999996,1403
RW Staple,4,30.76923077,2,0,351.6923077,1404
F Walters,16,33.33333333,0,0,349.33333330000005,1405
B Siddharth,3,30.0,2,0,343.0,1406
Zeeshan Siddiqi,7,33.33333333,0,0,340.33333330000005,1407
AF Sattaur,20,31.74603175,0,0,337.4603175,1408
JN Rhodes,2,33.33333333,0,0,335.33333330000005,1409
U Thimashini,2,33.33333333,0,0,335.33333330000005,1410
Z Groenewald,4,21.05263158,6,0,334.5263158,1411
Alawi Shukri,1,33.33333333,0,0,334.33333330000005,1412
Tharika Sewwandi,1,33.33333333,0,0,334.33333330000005,1413
Hasibul Hossain,7,30.43478261,1,0,331.3478261,1414
D Murphy,9,32.14285714,0,0,330.42857139999995,1415
R Boyce,30,30.0,0,0,330.0,1416
H Durham,4,28.57142857,2,0,329.7142857,1417
H Davids,8,32.0,0,0,328.0,1418
MD du Preez,14,31.11111111,0,0,325.1111111,1419
D Soraine,3,30.0,1,0,323.0,1420
MJ North,6,31.57894737,0,0,321.78947370000003,1421
Skhawat Ali,18,30.0,0,0,318.0,1422
JN Hamilton,5,31.25,0,0,317.5,1423
PY Lavine,8,30.76923077,0,0,315.6923077,1424
S Dhamala,12,30.0,0,0,312.0,1425
A Munisar,4,30.76923077,0,0,311.6923077,1426
LR Johnson,19,29.23076923,0,0,311.3076923,1427
Khaled Ahmed,1,25.0,3,0,311.0,1428
BB Seebaran,4,28.57142857,1,0,309.7142857,1429
TR Ambrose,10,29.41176471,0,0,304.1176471,1430
J Post,15,28.84615385,0,0,303.4615385,1431
C Abel,9,19.14893617,5,0,300.4893617,1432
Tanbir Hayder,5,29.41176471,0,0,299.1176471,1433
NS Poonia,12,28.57142857,0,0,297.7142857,1434
D Gamage,3,27.27272727,1,0,295.7272727,1435
KE Broadmore,9,26.47058824,1,0,293.7058824,1436
MM Iqbal,16,27.5862069,0,0,291.862069,1437
MQ Sheikh,6,28.57142857,0,0,291.7142857,1438
PA Desai,2,16.66666667,6,0,288.6666667,1439
IPP Batuwitarachchi,14,27.45098039,0,0,288.5098039,1440
NA Rock,7,28.0,0,0,287.0,1441
ADR Campbell,7,28.0,0,0,287.0,1442
KH Butt,8,27.5862069,0,0,283.862069,1443
HD Rutherford,15,26.78571429,0,0,282.8571429,1444
KA Blackwell,3,27.27272727,0,0,275.7272727,1445
HIS Mendis,13,26.0,0,0,273.0,1446
Rony Talukdar,4,26.66666667,0,0,270.6666667,1447
RH Scholte,8,25.80645161,0,0,266.0645161,1448
BR Dorey,2,22.22222222,2,0,264.2222222,1449
Akhil Kumar,2,18.18181818,4,0,263.8181818,1450
JM Willathgamuwa,2,20.0,3,0,262.0,1451
ML Patel,15,24.59016393,0,0,260.9016393,1452
N Kruger,5,25.0,0,0,255.0,1453
Sufyan Mehmood,4,25.0,0,0,254.0,1454
MWA van Nierop,4,25.0,0,0,254.0,1455
Muhammad Farooq,4,25.0,0,0,254.0,1456
JNK Shannon,2,25.0,0,0,252.0,1457
S Dhakal,7,15.90909091,4,0,246.0909091,1458
Faisal Athar,9,23.07692308,0,0,239.7692308,1459
AK Peters,6,20.68965517,1,0,232.89655170000003,1460
