player_name,Total_Runs,Total_Balls_Faced,Strike_Rate,RUNS_PER_BALL
M van Jaarsveld,29,57,50.88,0.5087719298245614
DI Joyce,29,61,47.54,0.47540983606557374
KED Carroll,28,42,66.67,0.6666666666666666
SA Fritz,28,52,53.85,0.5384615384615384
SP de Alwis,28,53,52.83,0.5283018867924528
Sadia Iqbal,28,56,50.0,0.5
J Jarvis,28,59,47.46,0.4745762711864407
JJ Celestine,28,64,43.75,0.4375
Ehsanul Haque,28,76,36.84,0.3684210526315789
OL Pitcher,28,83,33.73,0.3373493975903614
PM Liyanagamage,28,84,33.33,0.3333333333333333
GF Linde,27,31,87.1,0.8709677419354839
Ehsan Adil,27,43,62.79,0.627906976744186
CJ Smith,27,48,56.25,0.5625
AF Buurman,26,34,76.47,0.7647058823529411
B Fernando,26,37,70.27,0.7027027027027027
Shahid Ahmadzai,26,39,66.67,0.6666666666666666
NG Smith,26,40,65.0,0.65
S Thuraisingam,26,47,55.32,0.5531914893617021
Khurram Nawaz,26,49,53.06,0.5306122448979592
M Faisal,26,53,49.06,0.49056603773584906
Faisal Hossain,26,54,48.15,0.48148148148148145
Wasim Ali,26,57,45.61,0.45614035087719296
SL Stewart,26,59,44.07,0.4406779661016949
MS Panesar,26,92,28.26,0.2826086956521739
SW Tait,25,29,86.21,0.8620689655172413
A Patel,25,30,83.33,0.8333333333333334
S Naik,25,39,64.1,0.6410256410256411
HDRS Silva,25,46,54.35,0.5434782608695652
Waqas Barkat,25,54,46.3,0.46296296296296297
T Kamungozi,25,56,44.64,0.44642857142857145
CH van Koolwijk,25,66,37.88,0.3787878787878788
LJ Poulton,25,69,36.23,0.36231884057971014
VR Iyer,24,41,58.54,0.5853658536585366
N Niranjana,24,60,40.0,0.4
RW Sims,24,64,37.5,0.375
TS Sekhukhune,24,85,28.24,0.2823529411764706
J Louw,23,7,328.57,3.2857142857142856
LK Ebsary,23,24,95.83,0.9583333333333334
Avesh Khan,23,30,76.67,0.7666666666666667
Y van der Westhuizen,23,39,58.97,0.5897435897435898
J Blackwood,23,43,53.49,0.5348837209302325
SJ Massiah,23,47,48.94,0.48936170212765956
Nestor Dhamba,23,52,44.23,0.4423076923076923
RD McCann,23,57,40.35,0.40350877192982454
TJ Heggelman,23,71,32.39,0.323943661971831
RL Bhudia,22,15,146.67,1.4666666666666666
RM Patidar,22,18,122.22,1.2222222222222223
PKD Chase,22,33,66.67,0.6666666666666666
Shamim Hossain,22,38,57.89,0.5789473684210527
Mohammad Salman,22,40,55.0,0.55
S Bhari,22,52,42.31,0.4230769230769231
E Mbofana,22,56,39.29,0.39285714285714285
JM Cox,22,57,38.6,0.38596491228070173
Mosharraf Hossain,22,64,34.38,0.34375
O Thomas,22,78,28.21,0.28205128205128205
BP Nash,21,21,100.0,1.0
BA Langston,21,22,95.45,0.9545454545454546
JP Behrendorff,21,23,91.3,0.9130434782608695
AC Cummins,21,23,91.3,0.9130434782608695
EC Perry,21,28,75.0,0.75
AB Dinda,21,38,55.26,0.5526315789473685
J Patraj,21,48,43.75,0.4375
CJ Metcalfe,21,54,38.89,0.3888888888888889
E Otieno,21,57,36.84,0.3684210526315789
LR Naylor,20,21,95.24,0.9523809523809523
S Nisansala,20,22,90.91,0.9090909090909091
MR Johnson,20,23,86.96,0.8695652173913043
HGV Vare,20,31,64.52,0.6451612903225806
JA Simpson,20,32,62.5,0.625
L Rajadurai,20,53,37.74,0.37735849056603776
AF Sattaur,20,63,31.75,0.31746031746031744
C Viljoen,19,23,82.61,0.8260869565217391
AG Wharf,19,29,65.52,0.6551724137931034
GP Tom,19,34,55.88,0.5588235294117647
S Jyoti,19,43,44.19,0.4418604651162791
LR Johnson,19,65,29.23,0.2923076923076923
Tanvir Ahmed,18,12,150.0,1.5
SG Borthwick,18,16,112.5,1.125
TL Chivanga,18,21,85.71,0.8571428571428571
S Khiaoto,18,24,75.0,0.75
SSB Magala,18,25,72.0,0.72
CC Dalton,18,27,66.67,0.6666666666666666
Jamaluddin Ahmed,18,31,58.06,0.5806451612903226
I Wardlaw,18,33,54.55,0.5454545454545454
W Sutherland,18,33,54.55,0.5454545454545454
TCB Fernando,18,39,46.15,0.46153846153846156
K Whatham,18,43,41.86,0.4186046511627907
Sultan Ahmed,18,44,40.91,0.4090909090909091
DI Allan,18,48,37.5,0.375
SI Kamea,18,55,32.73,0.32727272727272727
Skhawat Ali,18,60,30.0,0.3
R MacDonald-Gay,17,14,121.43,1.2142857142857142
SDNS Karunaratne,17,14,121.43,1.2142857142857142
JA Clarkson,17,24,70.83,0.7083333333333334
Waqar Younis,17,25,68.0,0.68
CP Jack,17,26,65.38,0.6538461538461539
J Sharma,17,33,51.52,0.5151515151515151
Saqlain Mushtaq,17,39,43.59,0.4358974358974359
OO Bascome,17,47,36.17,0.3617021276595745
B Shikongo,17,54,31.48,0.3148148148148148
SP Terry,16,18,88.89,0.8888888888888888
Ankur Sharma,16,31,51.61,0.5161290322580645
SJ Andrews,16,36,44.44,0.4444444444444444
JH Desai,16,38,42.11,0.42105263157894735
Nuzhat Tasnia,16,43,37.21,0.37209302325581395
N Ifill,16,44,36.36,0.36363636363636365
F Walters,16,48,33.33,0.3333333333333333
SK Dolawatte,16,56,28.57,0.2857142857142857
MM Iqbal,16,58,27.59,0.27586206896551724
SE Aley,15,8,187.5,1.875
IECM Wong,15,9,166.67,1.6666666666666667
Zafar Gohar,15,15,100.0,1.0
SA Millanta,15,19,78.95,0.7894736842105263
F Tunnicliffe,15,21,71.43,0.7142857142857143
RD Steede,15,22,68.18,0.6818181818181818
HM Watson,15,26,57.69,0.5769230769230769
JB Reva,15,27,55.56,0.5555555555555556
EMDY Munaweera,15,29,51.72,0.5172413793103449
I Dulani,15,35,42.86,0.42857142857142855
RM van Oosterom,15,38,39.47,0.39473684210526316
AM McCarthy,15,41,36.59,0.36585365853658536
J Post,15,52,28.85,0.28846153846153844
HD Rutherford,15,56,26.79,0.26785714285714285
ML Patel,15,61,24.59,0.2459016393442623
G Chapple,14,7,200.0,2.0
Muhammad Jawadullah,14,15,93.33,0.9333333333333333
A Valthapa,14,22,63.64,0.6363636363636364
O Davidson,14,33,42.42,0.42424242424242425
J Da Silva,14,35,40.0,0.4
MD du Preez,14,45,31.11,0.3111111111111111
IPP Batuwitarachchi,14,51,27.45,0.27450980392156865
FC Jonas,14,57,24.56,0.24561403508771928
L Cheatle,13,13,100.0,1.0
NK Crafton,13,17,76.47,0.7647058823529411
HHC Gunaratne,13,20,65.0,0.65
GM Harris,13,22,59.09,0.5909090909090909
OEG Baartman,13,24,54.17,0.5416666666666666
RD Chahar,13,26,50.0,0.5
Usman Salahuddin,13,28,46.43,0.4642857142857143
D Joseph,13,32,40.62,0.40625
AA Shafique,13,33,39.39,0.3939393939393939
I van der Woning,13,35,37.14,0.37142857142857144
MC Patel,13,35,37.14,0.37142857142857144
MMA Jonkman,13,38,34.21,0.34210526315789475
FR Davies,13,42,30.95,0.30952380952380953
HIS Mendis,13,50,26.0,0.26
TW Hartley,12,9,133.33,1.3333333333333333
TS Nethula,12,11,109.09,1.0909090909090908
GI Maiden,12,14,85.71,0.8571428571428571
S Daniel,12,29,41.38,0.41379310344827586
HRA Rainey,12,35,34.29,0.34285714285714286
AH Maqsood,12,36,33.33,0.3333333333333333
S Dhamala,12,40,30.0,0.3
NS Poonia,12,42,28.57,0.2857142857142857
MM Penfold,12,52,23.08,0.23076923076923078
AJ Ireland,12,64,18.75,0.1875
SC Kuggeleijn,11,6,183.33,1.8333333333333333
SV Bahutule,11,13,84.62,0.8461538461538461
Javeria Rauf,11,16,68.75,0.6875
S Siegers,11,19,57.89,0.5789473684210527
Saad Ali,11,23,47.83,0.4782608695652174
MG Neser,11,29,37.93,0.3793103448275862
L Wood,10,10,100.0,1.0
A Ashok,10,12,83.33,0.8333333333333334
GC Tonge,10,16,62.5,0.625
Mukesh Kumar,10,17,58.82,0.5882352941176471
RS Vandort,10,17,58.82,0.5882352941176471
JW Ogle-Thomas,10,17,58.82,0.5882352941176471
Ansh Tandon,10,18,55.56,0.5555555555555556
SW Currie,10,19,52.63,0.5263157894736842
RO Hussain,10,20,50.0,0.5
W Jaffer,10,23,43.48,0.43478260869565216
A Martin,10,29,34.48,0.3448275862068966
T Muzarabani,10,32,31.25,0.3125
TR Ambrose,10,34,29.41,0.29411764705882354
MA Aponso,10,45,22.22,0.2222222222222222
R Slater,9,10,90.0,0.9
Zahid Mahmood,9,12,75.0,0.75
VB van Jaarsveld,9,16,56.25,0.5625
HR Johnson,9,21,42.86,0.42857142857142855
Ethan D'Souza,9,21,42.86,0.42857142857142855
BJ Currie,9,22,40.91,0.4090909090909091
F Kasteni,9,24,37.5,0.375
H Shah,9,25,36.0,0.36
Lovepreet Singh,9,26,34.62,0.34615384615384615
D Murphy,9,28,32.14,0.32142857142857145
KE Broadmore,9,34,26.47,0.2647058823529412
Faisal Athar,9,39,23.08,0.23076923076923078
C Abel,9,47,19.15,0.19148936170212766
Rashid Zia,9,58,15.52,0.15517241379310345
Mrittunjoy Chowdhury,8,11,72.73,0.7272727272727273
ADJ Pitcher,8,12,66.67,0.6666666666666666
BP Kruger,8,12,66.67,0.6666666666666666
JI de Villiers,8,16,50.0,0.5
SJ Elliott,8,16,50.0,0.5
KK Ahmed,8,17,47.06,0.47058823529411764
CA Reid,8,18,44.44,0.4444444444444444
RO Hinds,8,19,42.11,0.42105263157894735
SB Bangar,8,19,42.11,0.42105263157894735
Dilara Akter,8,19,42.11,0.42105263157894735
NJ Coffey,8,20,40.0,0.4
H Davids,8,25,32.0,0.32
PY Lavine,8,26,30.77,0.3076923076923077
KH Butt,8,29,27.59,0.27586206896551724
R Ntozakhe,8,30,26.67,0.26666666666666666
RH Scholte,8,31,25.81,0.25806451612903225
SKW Kelly,7,5,140.0,1.4
DSK Madushanka,7,6,116.67,1.1666666666666667
GA Manou,7,6,116.67,1.1666666666666667
DG Blampied,7,13,53.85,0.5384615384615384
N Rana,7,14,50.0,0.5
Shawaal Zulfiqar,7,15,46.67,0.4666666666666667
J Glasgow,7,17,41.18,0.4117647058823529
Naved Latif,7,17,41.18,0.4117647058823529
V Shetty,7,17,41.18,0.4117647058823529
Zeeshan Siddiqi,7,21,33.33,0.3333333333333333
Hasibul Hossain,7,23,30.43,0.30434782608695654
NA Rock,7,25,28.0,0.28
ADR Campbell,7,25,28.0,0.28
D Prins,7,40,17.5,0.175
S Dhakal,7,44,15.91,0.1590909090909091
NA Statham,7,45,15.56,0.15555555555555556
CR Foggo,6,5,120.0,1.2
SO Dowrich,6,8,75.0,0.75
MJ Humphreys,6,9,66.67,0.6666666666666666
MT Chinouya,6,9,66.67,0.6666666666666666
M Commins,6,13,46.15,0.46153846153846156
SR Thadani,6,13,46.15,0.46153846153846156
TJG Pringle,6,14,42.86,0.42857142857142855
J Logtenberg,6,15,40.0,0.4
JE Dunford,6,17,35.29,0.35294117647058826
MJ North,6,19,31.58,0.3157894736842105
MQ Sheikh,6,21,28.57,0.2857142857142857
AK Peters,6,29,20.69,0.20689655172413793
Joginder Sharma,5,2,250.0,2.5
RT Lyons,5,3,166.67,1.6666666666666667
Naumanullah,5,4,125.0,1.25
MKDI Amerasinghe,5,7,71.43,0.7142857142857143
RT Crandon,5,9,55.56,0.5555555555555556
Jubair Hossain,5,10,50.0,0.5
NA Moodley,5,10,50.0,0.5
Aijaz Ali,5,11,45.45,0.45454545454545453
RK Whelan,5,12,41.67,0.4166666666666667
MJ Fourie,5,13,38.46,0.38461538461538464
N Fernandes,5,13,38.46,0.38461538461538464
SG Whittingham,5,15,33.33,0.3333333333333333
W O'Rourke,5,15,33.33,0.3333333333333333
JN Hamilton,5,16,31.25,0.3125
Tanbir Hayder,5,17,29.41,0.29411764705882354
N Kruger,5,20,25.0,0.25
K Sonavale,5,29,17.24,0.1724137931034483
P Roy,5,34,14.71,0.14705882352941177
CK Hooper,4,3,133.33,1.3333333333333333
A van der Merwe,4,4,100.0,1.0
H Graham,4,5,80.0,0.8
Nahid Rana,4,5,80.0,0.8
Kaynat Hafeez,4,6,66.67,0.6666666666666666
T Gwandu,4,8,50.0,0.5
Talha Jubair,4,8,50.0,0.5
S Immadi,4,9,44.44,0.4444444444444444
HAPW Jayawardene,4,10,40.0,0.4
SD Heazlett,4,11,36.36,0.36363636363636365
Sania Khan,4,12,33.33,0.3333333333333333
RW Staple,4,13,30.77,0.3076923076923077
A Munisar,4,13,30.77,0.3076923076923077
BB Seebaran,4,14,28.57,0.2857142857142857
H Durham,4,14,28.57,0.2857142857142857
Rony Talukdar,4,15,26.67,0.26666666666666666
Sufyan Mehmood,4,16,25.0,0.25
MWA van Nierop,4,16,25.0,0.25
Muhammad Farooq,4,16,25.0,0.25
Z Groenewald,4,19,21.05,0.21052631578947367
VAB Tewarie,4,22,18.18,0.18181818181818182
PLS Gamage,4,27,14.81,0.14814814814814814
HL Baker,3,3,100.0,1.0
Pankaj Singh,3,3,100.0,1.0
S Sriram,3,5,60.0,0.6
A le Breton,3,6,50.0,0.5
DOD Rikhi,3,6,50.0,0.5
J Yadav,3,7,42.86,0.42857142857142855
PT Collins,3,10,30.0,0.3
D Soraine,3,10,30.0,0.3
B Siddharth,3,10,30.0,0.3
KA Blackwell,3,11,27.27,0.2727272727272727
D Gamage,3,11,27.27,0.2727272727272727
HML Madushani,3,15,20.0,0.2
KHRK Fernando,3,15,20.0,0.2
O Chare,3,18,16.67,0.16666666666666666
Ebadat Hossain,3,18,16.67,0.16666666666666666
Sagar Pun,3,20,15.0,0.15
CK Kruger,3,21,14.29,0.14285714285714285
A Shamshudeen,3,30,10.0,0.1
K Kamyuka,2,2,100.0,1.0
K Gowtham,2,3,66.67,0.6666666666666666
C Prathyusha,2,3,66.67,0.6666666666666666
RJ Rolls,2,4,50.0,0.5
LJ Hamilton,2,4,50.0,0.5
KR Sen,2,4,50.0,0.5
JA Turner,2,5,40.0,0.4
KC Hodsoll,2,6,33.33,0.3333333333333333
JN Rhodes,2,6,33.33,0.3333333333333333
U Thimashini,2,6,33.33,0.3333333333333333
GH O'Brien,2,6,33.33,0.3333333333333333
Z Mali,2,7,28.57,0.2857142857142857
JNK Shannon,2,8,25.0,0.25
BR Dorey,2,9,22.22,0.2222222222222222
D Lakshan,2,9,22.22,0.2222222222222222
Fahad Nawaz,2,10,20.0,0.2
JM Willathgamuwa,2,10,20.0,0.2
Umran Malik,2,11,18.18,0.18181818181818182
PG Gillespie,2,11,18.18,0.18181818181818182
Akhil Kumar,2,11,18.18,0.18181818181818182
Tareq Aziz,2,11,18.18,0.18181818181818182
PA Desai,2,12,16.67,0.16666666666666666
KL Rolton,2,12,16.67,0.16666666666666666
RA Lewis,2,13,15.38,0.15384615384615385
Hussain Talat,2,14,14.29,0.14285714285714285
HE Whelan,2,16,12.5,0.125
J Pashley,2,17,11.76,0.11764705882352941
M Prasidh Krishna,2,18,11.11,0.1111111111111111
SC Meaker,2,18,11.11,0.1111111111111111
Nasir Javed,2,20,10.0,0.1
HWR Cartwright,2,23,8.7,0.08695652173913043
GJ McCarter,1,1,100.0,1.0
G Onions,1,2,50.0,0.5
JW Wilson,1,2,50.0,0.5
LE Milliken,1,3,33.33,0.3333333333333333
Alawi Shukri,1,3,33.33,0.3333333333333333
G Fontenla,1,3,33.33,0.3333333333333333
Tharika Sewwandi,1,3,33.33,0.3333333333333333
Khaled Ahmed,1,4,25.0,0.25
Zakir Hasan,1,5,20.0,0.2
LC Romero,1,7,14.29,0.14285714285714285
EJB Miles,1,7,14.29,0.14285714285714285
Omid Shafi Rahman,1,7,14.29,0.14285714285714285
RR Ramdass,1,9,11.11,0.1111111111111111
NV Ojha,1,9,11.11,0.1111111111111111
K Mahato,1,10,10.0,0.1
W Mwayenga,1,11,9.09,0.09090909090909091
Jannatul Ferdus,1,13,7.69,0.07692307692307693
AD Janakanthymala,1,15,6.67,0.06666666666666667
CM Beggs,1,16,6.25,0.0625
Moniruzzaman,1,20,5.0,0.05
MT Herbert,1,22,4.55,0.045454545454545456
SD Udal,0,2,0.0,0.0
RA Rolfe,0,3,0.0,0.0
PHT Kaushal,0,1,0.0,0.0
D Foxcroft,0,1,0.0,0.0
Fazle Mahmud,0,9,0.0,0.0
V Buruka,0,8,0.0,0.0
Fariha Trisna,0,14,0.0,0.0
R Walters,0,6,0.0,0.0
DL Blake,0,2,0.0,0.0
F Hand,0,1,0.0,0.0
JS Ababu,0,9,0.0,0.0
TJ Bishop,0,6,0.0,0.0
AG Puttick,0,5,0.0,0.0
VCE Wattenberg,0,3,0.0,0.0
LM Hoitink,0,17,0.0,0.0
K Phillip,0,2,0.0,0.0
MF Fahey,0,7,0.0,0.0
AL Watkins,0,1,0.0,0.0
SI Galagedara,0,11,0.0,0.0
OC McCoy,0,1,0.0,0.0
GA Guy,0,4,0.0,0.0
APS Lakshika,0,4,0.0,0.0
Melanie Ani,0,2,0.0,0.0
Shahbaz Ahmed,0,4,0.0,0.0
Raza Hasan,0,3,0.0,0.0
A Chopra,0,8,0.0,0.0
SK Naidu,0,3,0.0,0.0
JA Whelan,0,2,0.0,0.0
JC Carroll,0,7,0.0,0.0
Sumaiya Akter,0,4,0.0,0.0
KL Tucker,0,4,0.0,0.0
Pooja Ganesh,0,9,0.0,0.0
CK Holder,0,3,0.0,0.0
S Lackay,0,2,0.0,0.0
Sufiyan Muqeem,0,1,0.0,0.0
Simandeep Singh,0,7,0.0,0.0
Shathira Jakir,0,2,0.0,0.0
Sultana Yesmin,0,1,0.0,0.0
C Sakariya,0,1,0.0,0.0
Shahriar Hossain,0,3,0.0,0.0
Salman Faris,0,2,0.0,0.0
Haseebullah Khan,0,2,0.0,0.0
Syeda Aroob Shah,0,1,0.0,0.0
