player_name,total_matches_played,matches_won,total_runs,Strike_Rate,Win_Percentage
Fazle Mahmud,319,121,0,0.0,37.93103448275862
SC Joseph,338,128,77,50.33,37.8698224852071
RO Hinds,318,120,8,42.11,37.735849056603776
D Parashar,69,26,58,65.17,37.68115942028985
Fariha Trisna,314,118,0,0.0,37.5796178343949
Salman Faris,8,3,0,0.0,37.5
J Blackwood,315,118,23,53.49,37.46031746031746
AA Jangoo,241,90,104,122.35,37.344398340248965
Yasir Ali Chowdhury,312,116,101,95.28,37.17948717948718
BP Nash,244,90,21,100.0,36.885245901639344
Jaker Ali,190,70,113,105.61,36.8421052631579
F Walters,247,91,16,33.33,36.8421052631579
Shuvagata Hom,204,75,70,79.55,36.76470588235294
Nurul Hasan,207,76,165,91.16,36.71497584541063
Tanbir Hayder,207,76,5,29.41,36.71497584541063
Faisal Hossain,306,112,26,48.15,36.60130718954248
PR Stirling,164,60,3338,85.35,36.58536585365854
WTS Porterfield,164,60,2670,67.39,36.58536585365854
KJ O'Brien,164,60,1990,92.52,36.58536585365854
EC Joyce,164,60,1845,69.2,36.58536585365854
GC Wilson,164,60,1232,74.53,36.58536585365854
JF Mooney,164,60,610,81.77,36.58536585365854
DT Johnston,164,60,361,76.32,36.58536585365854
AR White,164,60,301,60.44,36.58536585365854
AR Cusack,164,60,264,62.56,36.58536585365854
WB Rankin,164,60,78,42.62,36.58536585365854
RR Ramdass,203,74,1,11.11,36.45320197044335
MMA Jonkman,11,4,13,34.21,36.36363636363637
Shamsur Rahman,303,110,266,74.51,36.303630363036305
Tanzim Hasan Sakib,292,106,95,77.87,36.3013698630137
Shamim Hossain,292,106,22,57.89,36.3013698630137
Sanjida Islam,295,107,93,41.15,36.271186440677965
Sharmin Sultana,295,107,67,33.84,36.271186440677965
JN Hamilton,218,79,5,31.25,36.23853211009175
Rumana Ahmed,301,109,346,50.66,36.21262458471761
Lata Mondal,301,109,170,48.71,36.21262458471761
A Balbirnie,163,59,2438,74.22,36.19631901840491
HT Tector,163,59,1622,84.0,36.19631901840491
L Tucker,163,59,657,76.75,36.19631901840491
Nafees Iqbal,293,106,128,47.41,36.177474402730375
Ebadat Hossain,282,102,3,16.67,36.170212765957444
Fayyaz Ahmed,72,26,41,41.84,36.111111111111114
Dhiman Ghosh,291,105,124,60.49,36.08247422680412
Nazimuddin,289,104,147,59.76,35.98615916955017
Jubair Hossain,281,101,5,50.0,35.94306049822064
Nahid Rana,167,60,4,80.0,35.92814371257485
GH Lewis,162,58,1348,65.98,35.80246913580247
O Prendergast,162,58,821,74.37,35.80246913580247
A Hunter,162,58,776,81.68,35.80246913580247
Jannatul Ferdus,162,58,1,7.69,35.80246913580247
Moniruzzaman,168,60,1,5.0,35.714285714285715
R Stokell,157,56,247,58.67,35.6687898089172
Ayasha Rahman,157,56,122,58.37,35.6687898089172
Shaila Sharmin,272,97,59,60.2,35.661764705882355
Mosharraf Hossain,247,88,22,34.38,35.62753036437247
CE Coulter Reilly,146,52,126,60.58,35.61643835616438
DI Joyce,149,53,29,47.54,35.57046979865772
PG Gillespie,149,53,2,18.18,35.57046979865772
Hasibul Hossain,239,85,7,30.43,35.56485355648535
IPP Batuwitarachchi,76,27,14,27.45,35.526315789473685
V Shetty,76,27,7,41.18,35.526315789473685
JA McCollum,155,55,178,72.36,35.483870967741936
AM McCarthy,79,28,15,36.59,35.44303797468354
J Da Silva,79,28,14,40.0,35.44303797468354
CK Holder,79,28,0,0.0,35.44303797468354
AD Poynter,144,51,65,48.51,35.416666666666664
RD McCann,144,51,23,40.35,35.416666666666664
NJ O'Brien,161,57,1692,70.68,35.40372670807454
S Forbes,150,53,175,51.17,35.333333333333336
Pargat Singh,51,18,722,77.63,35.294117647058826
H Thaker,51,18,612,66.81,35.294117647058826
NR Kirton,51,18,483,74.19,35.294117647058826
A Johnson,51,18,438,95.22,35.294117647058826
S Movva,51,18,324,67.22,35.294117647058826
NS Dhaliwal,51,18,295,56.41,35.294117647058826
Saad Bin Zafar,51,18,217,72.58,35.294117647058826
SA Wijeratne,51,18,191,69.45,35.294117647058826
U Raymond-Hoey,153,54,74,59.68,35.294117647058826
SR Thompson,159,56,178,89.9,35.22012578616352
PKD Chase,159,56,22,66.67,35.22012578616352
Mrittunjoy Chowdhury,145,51,8,72.73,35.172413793103445
Rony Talukdar,145,51,4,26.67,35.172413793103445
N Fernandes,74,26,5,38.46,35.13513513513514
Alawi Shukri,74,26,1,33.33,35.13513513513514
Simi Singh,151,53,406,78.53,35.09933774834437
MV Waldron,160,56,290,45.38,35.0
CNIM Joyce,160,56,228,46.25,35.0
CMA Shillington,160,56,179,89.95,35.0
RA Rolfe,160,56,0,0.0,35.0
MJ Humphreys,143,50,6,66.67,34.96503496503497
F Hand,143,50,0,0.0,34.96503496503497
Mohammad Boota,83,29,173,72.08,34.93975903614458
Sultan Ahmed,83,29,18,40.91,34.93975903614458
AC Botha,152,53,265,63.25,34.86842105263158
JP Bray,152,53,234,63.07,34.86842105263158
WK McCallan,152,53,101,57.39,34.86842105263158
D Langford-Smith,152,53,79,94.05,34.86842105263158
KED Carroll,152,53,28,66.67,34.86842105263158
Adnan Mufti,89,31,328,79.42,34.831460674157306
Chirag Suri,95,33,924,62.77,34.73684210526316
Muhammad Usman,95,33,888,73.27,34.73684210526316
J Figy John,95,33,55,73.33,34.73684210526316
CP Rizwan,98,34,901,57.28,34.69387755102041
IA Karim,29,10,196,82.7,34.48275862068966
E Otieno,29,10,21,36.84,34.48275862068966
Saqlain Haider,90,31,30,75.0,34.44444444444444
R Chopra,96,33,260,68.97,34.375
T Suri,96,33,78,73.58,34.375
RL Bhudia,32,11,22,146.67,34.375
V Aravind,99,34,1843,67.24,34.343434343434346
Rohan Mustafa,99,34,1401,61.96,34.343434343434346
Waseem Muhammad,99,34,1398,85.87,34.343434343434346
Asif Khan,99,34,1155,81.0,34.343434343434346
Junaid Siddique,99,34,1021,66.69,34.343434343434346
Rameez Shahzad,99,34,848,75.85,34.343434343434346
Aayan Afzal Khan,99,34,585,73.96,34.343434343434346
Ali Naseer,99,34,396,99.25,34.343434343434346
A Sharma,99,34,323,69.02,34.343434343434346
KP Meiyappan,99,34,163,47.66,34.343434343434346
Zahoor Khan,99,34,143,55.21,34.343434343434346
TM Odoyo,38,13,830,69.11,34.21052631578947
SO Tikolo,38,13,705,64.27,34.21052631578947
RD Shah,38,13,407,62.91,34.21052631578947
MO Odumbe,38,13,324,89.26,34.21052631578947
KO Otieno,38,13,250,42.02,34.21052631578947
HS Modi,38,13,205,44.86,34.21052631578947
PJ Ongondo,38,13,150,60.0,34.21052631578947
BJ Patel,38,13,118,46.64,34.21052631578947
TJG Pringle,41,14,6,42.86,34.146341463414636
Kashif Daud,94,32,282,88.68,34.04255319148936
A Sharafu,94,32,257,66.75,34.04255319148936
Nuzhat Tasnia,141,48,16,37.21,34.04255319148936
Shaiman Anwar,97,33,947,81.5,34.02061855670103
Amjad Ali,97,33,249,64.34,34.02061855670103
SP Patil,97,33,153,51.86,34.02061855670103
L Sreekumar,97,33,57,82.61,34.02061855670103
Abdul Shakoor,97,33,34,51.52,34.02061855670103
M Spoors,50,17,80,54.79,34.0
Ravinderpal Singh,50,17,77,71.96,34.0
Kaleem Sana,50,17,73,75.26,34.0
N Dutta,50,17,70,57.38,34.0
SM Kavanagh,136,46,126,52.72,33.8235294117647
MF Kendal,139,47,30,34.48,33.81294964028777
CJ Metcalfe,139,47,21,38.89,33.81294964028777
RA Lewis,139,47,2,15.38,33.81294964028777
Waheed Ahmed,86,29,73,55.73,33.72093023255814
V Sukumaran,92,31,194,61.78,33.69565217391305
RN Bhatia,92,31,51,44.74,33.69565217391305
Muhammad Jawadullah,92,31,14,93.33,33.69565217391305
Talha Jubair,95,32,4,50.0,33.68421052631579
RK Whelan,128,43,5,41.67,33.59375
MJ Fourie,128,43,5,38.46,33.59375
A van der Merwe,140,47,4,100.0,33.57142857142857
MS Chapman,15,5,684,102.86,33.333333333333336
AA Obanda,39,13,487,69.18,33.333333333333336
Ghulam Shabber,93,31,444,62.01,33.333333333333336
T Mishra,39,13,395,70.04,33.333333333333336
DO Obuya,39,13,302,51.8,33.333333333333336
R Gunasekera,48,16,255,55.08,33.333333333333336
H Patel,48,16,176,88.89,33.333333333333336
CR Pagydyala,3,1,136,80.0,33.333333333333336
ZE Surkari,48,16,127,42.47,33.333333333333336
KD Shah,15,5,112,58.33,33.333333333333336
SW Poynter,129,43,74,72.55,33.333333333333336
SR Waters,33,11,67,45.58,33.333333333333336
Waqas Barkat,15,5,25,46.3,33.333333333333336
Jamaluddin Ahmed,33,11,18,58.06,33.333333333333336
DI Allan,39,13,18,37.5,33.333333333333336
A Valthapa,15,5,14,63.64,33.333333333333336
ADJ Pitcher,6,2,8,66.67,33.333333333333336
BP Kruger,21,7,8,66.67,33.333333333333336
JNK Shannon,21,7,2,25.0,33.333333333333336
Fahad Nawaz,93,31,2,20.0,33.333333333333336
GJ Delany,130,43,217,95.18,33.07692307692308
NA Rock,115,38,7,28.0,33.04347826086956
Sumaiya Akter,115,38,0,0.0,33.04347826086956
J van Vliet,67,22,35,41.67,32.83582089552239
NJ Coffey,61,20,8,40.0,32.78688524590164
HE Whelan,61,20,2,12.5,32.78688524590164
CM Beggs,61,20,1,6.25,32.78688524590164
MT Herbert,61,20,1,4.55,32.78688524590164
JA Whelan,61,20,0,0.0,32.78688524590164
JC Carroll,61,20,0,0.0,32.78688524590164
J Gray,110,36,62,54.87,32.72727272727273
CH van Koolwijk,55,18,25,37.88,32.72727272727273
A Bagai,49,16,614,61.71,32.6530612244898
JM Davison,49,16,443,112.72,32.6530612244898
IS Billcliff,49,16,223,57.33,32.6530612244898
DR Chumney,49,16,219,65.18,32.6530612244898
I Maraj,49,16,98,35.9,32.6530612244898
JV Harris,49,16,91,43.96,32.6530612244898
NA de Groot,49,16,44,33.85,32.6530612244898
A Codrington,49,16,33,41.77,32.6530612244898
S Thuraisingam,49,16,26,55.32,32.6530612244898
AF Sattaur,49,16,20,31.75,32.6530612244898
NR Kumar,46,15,177,57.84,32.608695652173914
U Bhatti,46,15,120,91.6,32.608695652173914
GEF Barnett,46,15,95,51.35,32.608695652173914
CK Hooper,46,15,4,133.33,32.608695652173914
PA Desai,46,15,2,16.67,32.608695652173914
GJ McCarter,120,39,1,100.0,32.5
ST Doheny,117,38,165,60.0,32.47863247863248
MA Ouma,37,12,468,54.74,32.432432432432435
Ehsanul Haque,108,35,28,36.84,32.407407407407405
ML Patel,34,11,15,24.59,32.35294117647059
D Prins,65,21,7,17.5,32.30769230769231
J Pashley,65,21,2,11.76,32.30769230769231
VCE Wattenberg,65,21,0,0.0,32.30769230769231
LM Hoitink,65,21,0,0.0,32.30769230769231
J Anderson,124,40,118,57.56,32.25806451612903
SP Terry,124,40,16,88.89,32.25806451612903
MP O'Dowd,90,29,1682,68.91,32.22222222222222
SA Edwards,90,29,1504,90.66,32.22222222222222
Vikramjit Singh,90,29,1190,70.33,32.22222222222222
W Barresi,90,29,820,76.21,32.22222222222222
NRJ Croes,90,29,207,67.87,32.22222222222222
M Levitt,90,29,196,79.35,32.22222222222222
Shariz Ahmad,90,29,159,54.64,32.22222222222222
K Klein,90,29,61,69.32,32.22222222222222
MWA van Nierop,50,16,4,25.0,32.0
M Commins,94,30,6,46.15,31.914893617021278
MR Swart,69,22,59,75.64,31.884057971014492
TJ Heggelman,69,22,23,32.39,31.884057971014492
N Kruger,69,22,5,25.0,31.884057971014492
VAB Tewarie,69,22,4,18.18,31.884057971014492
SA Engelbrecht,89,28,327,63.01,31.46067415730337
JS Ababu,35,11,0,0.0,31.428571428571427
RH Scholte,51,16,8,25.81,31.372549019607842
Babar Hayat,16,5,539,71.96,31.25
Nizakat Khan,16,5,508,80.89,31.25
C Carter,16,5,111,63.07,31.25
Shahid Wasif,16,5,60,43.48,31.25
Waqas Khan,16,5,52,49.06,31.25
C McAuslan,13,4,35,47.3,30.76923076923077
BN Cooper,88,27,148,84.57,30.681818181818183
TP Visee,88,27,72,109.09,30.681818181818183
Shathira Jakir,46,14,0,0.0,30.434782608695652
Sultana Yesmin,46,14,0,0.0,30.434782608695652
CC Dalton,79,24,18,66.67,30.379746835443036
AM Samad,43,13,226,59.16,30.232558139534884
RN ten Doeschate,73,22,594,87.1,30.136986301369863
TLW Cooper,73,22,576,74.23,30.136986301369863
PW Borren,73,22,413,89.2,30.136986301369863
ES Szwarczynski,73,22,281,58.3,30.136986301369863
Mudassar Bukhari,73,22,126,69.23,30.136986301369863
AN Kervezee,73,22,110,53.92,30.136986301369863
TN de Grooth,73,22,70,46.67,30.136986301369863
AF Buurman,73,22,26,76.47,30.136986301369863
P Molkenboer,80,24,135,48.39,30.0
Dilara Akter,60,18,8,42.11,30.0
B Zuiderent,87,26,178,48.37,29.885057471264368
JF Kloppenburg,87,26,149,62.08,29.885057471264368
KJJ van Noortwijk,87,26,141,98.6,29.885057471264368
TBM de Leede,87,26,113,53.81,29.885057471264368
LP van Troost,87,26,112,68.29,29.885057471264368
E Schiferli,87,26,79,56.43,29.885057471264368
PRP Boissevain,77,23,33,57.89,29.87012987012987
Musa Ahmed,84,25,238,62.8,29.761904761904763
SL Kalis,81,24,106,44.17,29.62962962962963
HDJ Siegers,81,24,105,84.68,29.62962962962963
SJ Myburgh,78,23,347,74.46,29.487179487179485
B de Leede,85,25,289,66.44,29.41176470588235
R Rijke,85,25,238,70.21,29.41176470588235
F Overdijk,85,25,224,47.56,29.41176470588235
IJR Zwilling,85,25,145,41.31,29.41176470588235
EN Lynch,85,25,115,50.22,29.41176470588235
C de Lange,85,25,103,45.58,29.41176470588235
AS van Beuge,85,25,68,34.69,29.41176470588235
RM van Oosterom,85,25,15,39.47,29.41176470588235
J Post,85,25,15,28.85,29.41176470588235
I van der Woning,85,25,13,37.14,29.41176470588235
S Siegers,85,25,11,57.89,29.41176470588235
DLS van Bunge,75,22,293,56.45,29.333333333333332
J Smits,75,22,72,36.92,29.333333333333332
RP Lefebvre,75,22,43,63.24,29.333333333333332
NA Statham,75,22,7,15.56,29.333333333333332
Tareq Aziz,48,14,2,18.18,29.166666666666668
R Klein,79,23,38,46.91,29.11392405063291
AT Nidamanuru,86,25,713,91.29,29.069767441860463
LV van Beek,86,25,505,82.79,29.069767441860463
CN Ackermann,86,25,326,75.12,29.069767441860463
S Dhaniram,42,12,281,88.92,28.571428571428573
SS McKechnie,14,4,73,51.41,28.571428571428573
S Jyoti,42,12,19,44.19,28.571428571428573
AL Kandappah,32,9,97,61.01,28.125
TC Bastiampillai,32,9,89,54.6,28.125
Abdul Jabbar,32,9,59,68.6,28.125
Mohammad Iqbal,32,9,33,58.93,28.125
J Patraj,32,9,21,43.75,28.125
D Soraine,32,9,3,30.0,28.125
D Joseph,29,8,13,40.62,27.586206896551722
Shahriar Hossain,40,11,0,0.0,27.5
Tabarak Dar,11,3,45,47.37,27.272727272727273
Shahid Ahmadzai,33,9,26,66.67,27.272727272727273
Skhawat Ali,11,3,18,30.0,27.272727272727273
Ethan D'Souza,22,6,9,42.86,27.272727272727273
Lovepreet Singh,22,6,9,34.62,27.272727272727273
KH Butt,11,3,8,27.59,27.272727272727273
CK Kruger,11,3,3,14.29,27.272727272727273
RW Sims,67,18,24,37.5,26.865671641791046
Usman Limbada,34,9,123,63.73,26.470588235294116
Hamza Tariq,34,9,99,68.75,26.470588235294116
AA Mulla,38,10,150,93.75,26.31578947368421
GR Codrington,38,10,80,65.04,26.31578947368421
DES Maxwell,38,10,54,120.0,26.31578947368421
AC Cummins,38,10,21,91.3,26.31578947368421
TMK Mawoyo,195,51,58,34.94,26.153846153846153
Zeeshan Siddiqi,23,6,7,33.33,26.08695652173913
TK Musakanda,204,53,210,87.5,25.980392156862745
Akhil Kumar,27,7,2,18.18,25.925925925925927
GM Strydom,201,52,67,50.38,25.870646766169155
KO Meth,210,54,49,52.69,25.714285714285715
DS Bajwa,39,10,74,60.16,25.641025641025642
T Munyonga,186,47,92,67.15,25.268817204301076
AM Tribe,4,1,233,75.16,25.0
JAD Lawrenson,4,1,177,82.33,25.0
Raza-ur-Rehman,36,9,174,80.93,25.0
H Carlyon,4,1,125,83.89,25.0
JW Jenner,4,1,119,67.61,25.0
J Sumerauer,4,1,84,113.51,25.0
JJ Atkinson,12,3,84,55.26,25.0
B Ward,4,1,69,65.09,25.0
NA Greenwood,4,1,35,50.72,25.0
CW Perchard,4,1,31,88.57,25.0
D Daesrath,36,9,31,52.54,25.0
AR Pitcher,8,2,30,54.55,25.0
A Patel,40,10,25,83.33,25.0
N Ifill,40,10,16,36.36,25.0
DG Blampied,4,1,7,53.85,25.0
ADR Campbell,112,28,7,28.0,25.0
JE Dunford,4,1,6,35.29,25.0
BB Seebaran,40,10,4,28.57,25.0
K Kamyuka,36,9,2,100.0,25.0
KC Hodsoll,8,2,2,33.33,25.0
EJB Miles,4,1,1,14.29,25.0
TJ Friend,226,56,132,75.43,24.778761061946902
M Shumba,179,44,40,48.19,24.58100558659218
GM Ewing,232,57,77,66.96,24.56896551724138
P Mujaji,224,55,86,51.81,24.553571428571427
CB Wishart,233,57,361,72.78,24.463519313304722
A Flower,233,57,332,70.34,24.463519313304722
W Mwayenga,131,32,1,9.09,24.427480916030536
MT Chinouya,234,57,6,66.67,24.358974358974358
F Kasteni,230,56,9,37.5,24.347826086956523
CT Mutombodzi,263,64,122,81.88,24.334600760456272
Qaiser Ali,37,9,38,38.78,24.324324324324323
SV Carlisle,136,33,110,44.18,24.264705882352942
KM Dabengwa,264,64,364,57.69,24.242424242424242
GB Brent,264,64,192,62.95,24.242424242424242
C Zhuwao,264,64,154,112.41,24.242424242424242
TS Chisoro,264,64,109,70.32,24.242424242424242
J Gumbie,273,66,379,65.23,24.175824175824175
I Kaia,273,66,332,63.85,24.175824175824175
LM Jongwe,273,66,315,79.15,24.175824175824175
C Madande,273,66,251,71.1,24.175824175824175
WP Masakadza,273,66,204,59.13,24.175824175824175
T Kaitano,273,66,157,59.47,24.175824175824175
TS Kamunhukamwe,273,66,131,77.51,24.175824175824175
B Muzarabani,273,66,114,54.03,24.175824175824175
TL Chivanga,273,66,18,85.71,24.175824175824175
CK Coventry,269,65,645,87.52,24.1635687732342
DD Ebrahim,265,64,555,52.86,24.150943396226417
MA Vermeulen,265,64,517,64.95,24.150943396226417
ML Nkala,265,64,125,70.22,24.150943396226417
A Maregwede,265,64,108,59.34,24.150943396226417
T Duffin,249,60,224,45.53,24.096385542168676
TV Mufambisi,249,60,45,63.38,24.096385542168676
NB Mahwire,249,60,40,37.04,24.096385542168676
AJ Ireland,249,60,12,18.75,24.096385542168676
RW Chakabva,274,66,1106,67.03,24.087591240875913
A Ndiraya,270,65,428,68.59,24.074074074074073
M Mupachikwa,270,65,376,55.7,24.074074074074073
J Nkomo,270,65,354,64.01,24.074074074074073
M Musonda,270,65,262,64.69,24.074074074074073
CT Dhururu,270,65,140,43.08,24.074074074074073
P Marange,270,65,125,81.7,24.074074074074073
N Gwanzura,270,65,74,68.52,24.074074074074073
L Tshuma,270,65,63,38.65,24.074074074074073
A Mazvishaya,270,65,54,44.63,24.074074074074073
T Granger,270,65,38,65.52,24.074074074074073
E Mbofana,270,65,22,39.29,24.074074074074073
S Matsikenyeri,266,64,1309,66.51,24.06015037593985
T Maruma,266,64,122,54.22,24.06015037593985
T Mupariwa,266,64,87,41.83,24.06015037593985
O Chare,237,57,3,16.67,24.050632911392405
T Taibu,275,66,2837,66.96,24.0
CJ Chibhabha,275,66,1987,63.48,24.0
F Mutizwa,275,66,183,64.89,24.0
T Muzarabani,267,64,10,31.25,23.970037453183522
T Marumani,242,58,214,63.31,23.96694214876033
D Myers,242,58,138,71.13,23.96694214876033
BJ Bennett,242,58,71,94.67,23.96694214876033
T Gwandu,242,58,4,50.0,23.96694214876033
V Sibanda,276,66,2125,61.29,23.91304347826087
R Mutumbami,276,66,319,71.36,23.91304347826087
CS Mugeri-Tiripano,268,64,280,74.07,23.880597014925375
BRM Taylor,277,66,5130,74.04,23.826714801444044
H Masakadza,277,66,3955,70.05,23.826714801444044
E Chigumbura,277,66,3266,77.12,23.826714801444044
CR Ervine,277,66,2770,76.29,23.826714801444044
SF Mire,277,66,729,77.22,23.826714801444044
PJ Moor,277,66,520,66.58,23.826714801444044
MN Waller,261,62,1039,75.13,23.754789272030653
EC Rainsford,261,62,31,30.1,23.754789272030653
R Murray,253,60,108,60.0,23.715415019762847
T Kamungozi,246,58,25,44.64,23.577235772357724
N M'shangwe,140,33,38,86.36,23.571428571428573
BB Chari,257,60,186,45.15,23.346303501945524
B Evans,257,60,121,78.57,23.346303501945524
CJ Smith,9,2,27,56.25,22.22222222222222
D Ravu,59,12,128,66.32,20.338983050847457
K Whatham,5,1,18,41.86,20.0
L Siaka,62,12,749,73.94,19.35483870967742
SK Atai,62,12,90,48.91,19.35483870967742
A Vala,63,12,1783,68.74,19.047619047619047
TP Ura,63,12,1196,78.37,19.047619047619047
CJA Amini,63,12,952,61.62,19.047619047619047
S Bau,63,12,874,58.93,19.047619047619047
N Vanua,63,12,769,78.95,19.047619047619047
CA Soper,63,12,653,55.39,19.047619047619047
K Doriga,63,12,520,56.09,19.047619047619047
H Hiri,63,12,435,54.79,19.047619047619047
G Toka,63,12,268,54.03,19.047619047619047
A Nao,63,12,54,76.06,19.047619047619047
SI Kamea,63,12,18,32.73,19.047619047619047
J Kila,58,11,159,63.86,18.96551724137931
D Bau,54,10,130,58.56,18.51851851851852
MD Dai,49,9,277,75.48,18.367346938775512
VV Morea,49,9,142,62.28,18.367346938775512
JB Reva,49,9,15,55.56,18.367346938775512
J Edness,11,2,119,54.59,18.181818181818183
RJ Trott,11,2,95,48.97,18.181818181818183
JJ Celestine,11,2,28,43.75,18.181818181818183
L Rajadurai,33,6,20,37.74,18.181818181818183
Melanie Ani,33,6,0,0.0,18.181818181818183
T Ruma,56,10,232,63.04,17.857142857142858
P Siaka,56,10,160,68.09,17.857142857142858
N Vare,56,10,138,42.72,17.857142857142858
B Tau,56,10,123,52.34,17.857142857142858
S Jimmy,56,10,118,59.6,17.857142857142858
V Araa,56,10,71,39.66,17.857142857142858
K Frank,56,10,70,53.85,17.857142857142858
HJ Thomas,56,10,59,48.36,17.857142857142858
I Toua,56,10,41,41.0,17.857142857142858
GP Tom,56,10,19,55.88,17.857142857142858
V Buruka,56,10,0,0.0,17.857142857142858
IH Romaine,12,2,175,48.61,16.666666666666668
DA Minors,12,2,104,59.09,16.666666666666668
SD Outerbridge,12,2,72,48.98,16.666666666666668
JNT Vare,42,7,35,49.3,16.666666666666668
OL Pitcher,12,2,28,33.73,16.666666666666668
HGV Vare,47,7,20,64.52,14.893617021276595
A Shamshudeen,15,2,3,10.0,13.333333333333334
Aaditya Varadarajan,11,1,36,54.55,9.090909090909092
Ankur Sharma,1,0,16,51.61,0.0
Simandeep Singh,2,0,0,0.0,0.0
